"SCHOOL_DISTRICT_NUMBER","SCHOOL_DISTRICT_NAME","year","GRADE","NUMBER_WRITERS","AVG_SCORE","AVG_SCORE_Z","MEDIAN_SCORE","STDEV_SCORE","PROVINCE_AVG","PROVINCE_SD","pm25","burned_ha","fire_count"
35,"Langley",2022,"07","1599",451.4387,-0.146829337123984,449.4551,106.7558,468.296,114.8088,5.26206102371216,11,2
35,"Langley",2023,"04","1777",471.3492,-0.053071204643098,473.2653,102.8869,477.3267,112.6317,6.82045812606812,1085,5
35,"Langley",2023,"07","1830",444.6379,-0.134349864916358,449.3055,114.481,460.2924,116.5204,6.82045812606812,1085,5
35,"Langley",2024,"04","1746",470.4335,-0.0862959920837673,473.0947,99.9945,479.7736,108.2333,6.15362157821655,0,0
35,"Langley",2024,"07","1805",455.9785,-0.122218141624791,452.3109,109.0253,469.7227,112.4563,6.15362157821655,0,0
36,"Surrey",2017,"04","3589",298.6037,-0.316241025627351,384,232.0323,369.7585,225.0018,7.98386421203613,0,0
36,"Surrey",2017,"07","3702",325.8893,-0.174194179557723,412,233.615,365.4176,226.9209,7.98386421203613,0,0
36,"Surrey",2018,"04","3425",285.7478,-0.330857431217389,365,234.6624,361.6057,229.2767,7.08564748764038,122,3
36,"Surrey",2018,"07","3404",297.7103,-0.254428282291015,387,246.9884,356.6422,231.6248,7.08564748764038,122,3
36,"Surrey",2019,"04","3163",267.4775,-0.423732691648492,344,242.5621,366.7404,234.2583,5.07139253616333,4,1
36,"Surrey",2019,"07","3396",281.6229,-0.324156427074148,363,250.8375,357.1648,233.0415,5.07139253616333,4,1
36,"Surrey",2020,"04","2192",188.7853,-0.586135544862324,0,242.2226,338.5485,255.5095,7.21777720451355,2,1
36,"Surrey",2020,"07","2388",193.9284,-0.490852269438164,0,246.868,318.5741,253.9373,7.21777720451355,2,1
36,"Surrey",2021,"04","2457",468.2902,-0.1964030112919,465.4126,113.7482,490.3953,112.5497,5.8761908531189,0,0
36,"Surrey",2021,"07","2514",467.4481,-0.0558550705012101,470.7868,116.5568,474.0476,118.154,5.8761908531189,0,0
36,"Surrey",2022,"04","2524",441.2285,-0.341380606028074,443.8935,115.7468,479.387,111.777,5.00396366119385,11,2
36,"Surrey",2022,"07","2515",454.2553,-0.122296374493941,450.3094,117.2318,468.296,114.8088,5.00396366119385,11,2
36,"Surrey",2023,"04","4480",439.582,-0.335116135155556,439.6649,109.132,477.3267,112.6317,6.30403995513916,296,3
36,"Surrey",2023,"07","4874",434.4648,-0.221657323524464,432.3687,113.7892,460.2924,116.5204,6.30403995513916,296,3
36,"Surrey",2024,"04","5006",444.1784,-0.328874754812059,444.7055,102.9103,479.7736,108.2333,6.17668352127075,0,0
36,"Surrey",2024,"07","5575",448.4461,-0.189198826566408,442.2536,108.0734,469.7227,112.4563,6.17668352127075,0,0
37,"Delta",2017,"04","828",352.4995,-0.0767060530182426,430,221.3538,369.7585,225.0018,9.32007856369018,0,0
37,"Delta",2017,"07","772",331.052,-0.151443079945479,418,229.2676,365.4176,226.9209,9.32007856369018,0,0
37,"Delta",2018,"04","890",380.6993,0.0832775419394992,451,206.8469,361.6057,229.2767,7.14067115783691,22,3
37,"Delta",2018,"07","877",362.6455,0.0259182091036885,441,216.1498,356.6422,231.6248,7.14067115783691,22,3
37,"Delta",2019,"04","700",294.9559,-0.306433112508714,388,245.0281,366.7404,234.2583,4.97601532936096,8,2
37,"Delta",2019,"07","755",295.1256,-0.266215244924187,384,244.3181,357.1648,233.0415,4.97601532936096,8,2
37,"Delta",2020,"04","559",247.3234,-0.357032126007056,200,256.1097,338.5485,255.5095,7.22393598556519,1,1
37,"Delta",2020,"07","507",207.0763,-0.439076102644235,0,250.8018,318.5741,253.9373,7.22393598556519,1,1
37,"Delta",2021,"04","664",476.4079,-0.124277541388383,476.6128,107.9499,490.3953,112.5497,6.01435718536377,91,2
37,"Delta",2021,"07","770",455.0918,-0.160432994227872,461.1319,113.6102,474.0476,118.154,6.01435718536377,91,2
37,"Delta",2022,"04","682",462.7131,-0.149171117492865,462.6052,104.6574,479.387,111.777,4.98578834533691,5,1
37,"Delta",2022,"07","742",464.8612,-0.0299175672944931,462.0621,102.1578,468.296,114.8088,4.98578834533691,5,1
37,"Delta",2023,"04","794",451.9669,-0.22515686081272,457.9817,103.4961,477.3267,112.6317,6.22429113388062,175,1
37,"Delta",2023,"07","765",450.2614,-0.0860879296672515,456.4494,101.1713,460.2924,116.5204,6.22429113388062,175,1
37,"Delta",2024,"04","972",459.1924,-0.190155894720017,457.5291,100.4013,479.7736,108.2333,6.78552484512329,9,2
37,"Delta",2024,"07","1072",461.2445,-0.0753910630173673,458.9109,99.8035,469.7227,112.4563,6.78552484512329,9,2
38,"Richmond",2017,"04","873",334.8769,-0.155028093108589,450,262.4874,369.7585,225.0018,9.45453939437866,0,0
38,"Richmond",2017,"07","941",356.285,-0.0402457420184741,470,264.8873,365.4176,226.9209,9.45453939437866,0,0
38,"Richmond",2018,"04","833",313.5968,-0.209392842796499,420,274.2494,361.6057,229.2767,7.22820310592651,207,4
38,"Richmond",2018,"07","956",348.2885,-0.0360656544549634,470,273.25,356.6422,231.6248,7.22820310592651,207,4
38,"Richmond",2019,"04","795",310.5619,-0.239814341690348,415,270.5279,366.7404,234.2583,4.69740710258484,8,2
38,"Richmond",2019,"07","937",318.3089,-0.166733822087482,429.5,273.8831,357.1648,233.0415,4.69740710258484,8,2
38,"Richmond",2020,"04","837",316.6612,-0.0856613941947363,430,272.7383,338.5485,255.5095,7.56814336776733,1,1
38,"Richmond",2020,"07","994",362.426,0.172687903667559,470,270.6183,318.5741,253.9373,7.56814336776733,1,1
38,"Richmond",2021,"04","1313",514.0877,0.210506114187777,522.0552,103.8051,490.3953,112.5497,5.80526304244995,91,2
38,"Richmond",2021,"07","1251",524.8271,0.429773854461127,531.8899,113.6188,474.0476,118.154,5.80526304244995,91,2
38,"Richmond",2022,"04","1268",514.1071,0.310619358186388,515.0594,104.9265,479.387,111.777,5.1101185798645,5,1
38,"Richmond",2022,"07","1206",521.6919,0.465085428991506,529.25,105.3824,468.296,114.8088,5.1101185798645,5,1
38,"Richmond",2023,"04","1472",502.4993,0.223494806524273,507.87,97.8044,477.3267,112.6317,5.85374450683594,0,0
38,"Richmond",2023,"07","1395",516.1446,0.479334090854477,522.4508,107.2843,460.2924,116.5204,5.85374450683594,0,0
38,"Richmond",2024,"04","1419",521.7135,0.387495345702293,526.5556,95.1601,479.7736,108.2333,6.97090349197388,11,3
38,"Richmond",2024,"07","1656",527.1132,0.510336014967592,525.8655,101.2361,469.7227,112.4563,6.97090349197388,11,3
39,"Vancouver",2017,"04","2025",276.5051,-0.414456239905636,356,259.0575,369.7585,225.0018,8.98673791885376,3,1
39,"Vancouver",2017,"07","1957",282.1475,-0.366956503345439,364.5,269.5104,365.4176,226.9209,8.98673791885376,3,1
39,"Vancouver",2018,"04","1944",265.7451,-0.41810005116089,316.5,260.0563,361.6057,229.2767,6.87643928527832,327,6
39,"Vancouver",2018,"07","1866",270.9087,-0.370139553277542,334,269.479,356.6422,231.6248,6.87643928527832,327,6
39,"Vancouver",2019,"04","1955",286.6507,-0.341886285352536,381,263.7482,366.7404,234.2583,4.45727648735046,21,4
39,"Vancouver",2019,"07","2125",296.2631,-0.261334140056599,384,271.87,357.1648,233.0415,4.45727648735046,21,4
39,"Vancouver",2020,"04","1590",229.4263,-0.427076879724629,0,271.1474,338.5485,255.5095,7.4618408203125,1,1
39,"Vancouver",2020,"07","1426",201.5444,-0.460860614017712,0,265.8623,318.5741,253.9373,7.4618408203125,1,1
39,"Vancouver",2021,"04","1677",507.8076,0.154707653596589,519.2368,109.9715,490.3953,112.5497,5.40596942901611,93,3
39,"Vancouver",2021,"07","1662",515.2969,0.349114714694382,522.4444,113.5969,474.0476,118.154,5.40596942901611,93,3
39,"Vancouver",2022,"04","1766",492.3352,0.115839573436396,498.7326,107.5773,479.387,111.777,5.1184531211853,0,0
39,"Vancouver",2022,"07","1796",506.0855,0.329151598135335,509.1732,109.2645,468.296,114.8088,5.1184531211853,0,0
39,"Vancouver",2023,"04","2182",495.684,0.162985198660768,503.471,112.4034,477.3267,112.6317,5.75422782897949,199,2
39,"Vancouver",2023,"07","1999",495.5757,0.302807920329831,504.7308,114.3697,460.2924,116.5204,5.75422782897949,199,2
39,"Vancouver",2024,"04","2378",493.0764,0.12290856880461,501.355,107.1895,479.7736,108.2333,6.7281361579895,11,3
39,"Vancouver",2024,"07","2333",501.8226,0.285443323317591,507.9165,113.4343,469.7227,112.4563,6.7281361579895,11,3
40,"New Westminster",2017,"04","404",386.2851,0.0734509679478118,447,213.0177,369.7585,225.0018,7.04145193099976,0,0
40,"New Westminster",2017,"07","410",401.5198,0.159095966920632,448,191.6052,365.4176,226.9209,7.04145193099976,0,0
40,"New Westminster",2018,"04","367",331.2464,-0.132413367777886,437,252.6588,361.6057,229.2767,8.44393920898438,122,3
40,"New Westminster",2018,"07","374",363.913,0.0313904210602665,431,215.8324,356.6422,231.6248,8.44393920898438,122,3
40,"New Westminster",2019,"04","418",409.3861,0.182045630827168,475,219.2874,366.7404,234.2583,5.64453163146973,4,1
40,"New Westminster",2019,"07","431",415.818,0.251685643973284,462,190.6967,357.1648,233.0415,5.64453163146973,4,1
40,"New Westminster",2020,"04","372",358.5669,0.0783469890552014,458,249.3016,338.5485,255.5095,7.73994045257568,2,1
40,"New Westminster",2020,"07","298",290.2281,-0.111625980113989,371,249.2743,318.5741,253.9373,7.73994045257568,2,1
40,"New Westminster",2021,"04","395",493.6009,0.0284816396667428,494.8534,98.4209,490.3953,112.5497,5.79838089942932,0,0
40,"New Westminster",2021,"07","380",488.509,0.122394502090492,495.6247,107.4063,474.0476,118.154,5.79838089942932,0,0
40,"New Westminster",2022,"04","472",473.5178,-0.0525081188437691,477.2498,96.324,479.387,111.777,6.20888338088989,11,2
40,"New Westminster",2022,"07","366",475.0784,0.0590756109287789,480.9613,98.6355,468.296,114.8088,6.20888338088989,11,2
40,"New Westminster",2023,"04","425",483.1274,0.0515014867040097,483.4802,101.2077,477.3267,112.6317,7.38107500076294,194,2
40,"New Westminster",2023,"07","372",462.3172,0.017377214633661,455.0259,112.2093,460.2924,116.5204,7.38107500076294,194,2
40,"New Westminster",2024,"04","502",491.4883,0.108235635428283,489.0483,95.6008,479.7736,108.2333,6.38296270370483,0,0
40,"New Westminster",2024,"07","413",470.645,0.00820140801360179,468.7559,106.9128,469.7227,112.4563,6.38296270370483,0,0
41,"Burnaby",2017,"04","1239",349.1842,-0.0914406018085191,440,242.1269,369.7585,225.0018,7.13312187194824,3,1
41,"Burnaby",2017,"07","1204",367.9535,0.0111752597491021,461,244.7525,365.4176,226.9209,7.13312187194824,3,1
41,"Burnaby",2018,"04","1127",327.7866,-0.147503431443317,446,259.2241,361.6057,229.2767,7.83513355255127,122,3
41,"Burnaby",2018,"07","1110",351.4848,-0.0222661822050143,459.5,256.6534,356.6422,231.6248,7.83513355255127,122,3
41,"Burnaby",2019,"04","1098",326.1634,-0.173214780436808,433.5,262.9369,366.7404,234.2583,5.51009101867676,8,2
41,"Burnaby",2019,"07","1173",327.2633,-0.12830976456983,425,265.4039,357.1648,233.0415,5.51009101867676,8,2
41,"Burnaby",2020,"04","928",271.6822,-0.261697901643579,275,278.6225,338.5485,255.5095,7.12796688079834,2,1
41,"Burnaby",2020,"07","981",288.6139,-0.117982667374978,378,277.6875,318.5741,253.9373,7.12796688079834,2,1
41,"Burnaby",2021,"04","1036",517.2111,0.238257409837609,524.4843,110.0445,490.3953,112.5497,5.69442882537842,0,0
41,"Burnaby",2021,"07","951",516.573,0.35991502615231,517.4585,110.8634,474.0476,118.154,5.69442882537842,0,0
41,"Burnaby",2022,"04","1062",508.8934,0.263975594263578,514.8069,110.2709,479.387,111.777,5.9249062538147,11,2
41,"Burnaby",2022,"07","1013",504.3264,0.313829601912048,515.4057,110.3847,468.296,114.8088,5.9249062538147,11,2
41,"Burnaby",2023,"04","1227",502.4164,0.222758779277947,509.4403,104.8474,477.3267,112.6317,7.10383682250977,214,3
41,"Burnaby",2023,"07","1141",494.7243,0.295501045310521,500.6694,111.4638,460.2924,116.5204,7.10383682250977,214,3
41,"Burnaby",2024,"04","1315",503.8222,0.222192245824529,507.1833,102.9895,479.7736,108.2333,6.25806407928467,2,1
41,"Burnaby",2024,"07","1446",505.5024,0.318165367347139,509.059,107.9383,469.7227,112.4563,6.25806407928467,2,1
42,"Maple Ridge-Pitt Meadows",2017,"04","414",163.2766,-0.917689991813399,0,223.3596,369.7585,225.0018,6.58701343536377,190,5
42,"Maple Ridge-Pitt Meadows",2017,"07","257",121.6411,-1.07427962783507,0,210.4702,365.4176,226.9209,6.58701343536377,190,5
42,"Maple Ridge-Pitt Meadows",2018,"04","330",134.3735,-0.991082826994631,0,213.6147,361.6057,229.2767,6.32425827980042,137,9
42,"Maple Ridge-Pitt Meadows",2018,"07","310",128.0862,-0.986750986940949,0,212.8299,356.6422,231.6248,6.32425827980042,137,9
42,"Maple Ridge-Pitt Meadows",2019,"04","301",120.8736,-1.04955427406414,0,208.3392,366.7404,234.2583,5.35136880874634,13,3
42,"Maple Ridge-Pitt Meadows",2019,"07","277",111.2736,-1.05513910612487,0,199.6877,357.1648,233.0415,5.35136880874634,13,3
42,"Maple Ridge-Pitt Meadows",2020,"04","352",150.6423,-0.735417665487976,0,225.5462,338.5485,255.5095,5.68544611930847,495,8
42,"Maple Ridge-Pitt Meadows",2020,"07","304",117.2279,-0.792897301814267,0,203.7977,318.5741,253.9373,5.68544611930847,495,8
42,"Maple Ridge-Pitt Meadows",2021,"04","340",447.2774,-0.383100976724061,452.7311,91.6267,490.3953,112.5497,4.79752912521362,702,5
42,"Maple Ridge-Pitt Meadows",2021,"07","239",440.8821,-0.280697225654654,444.304,100.0497,474.0476,118.154,4.79752912521362,702,5
42,"Maple Ridge-Pitt Meadows",2022,"04","420",436.0912,-0.38734086618893,439.2593,97.3934,479.387,111.777,5.66081786155701,4101,5
42,"Maple Ridge-Pitt Meadows",2022,"07","270",422.9648,-0.39484081359617,407.479,109.6285,468.296,114.8088,5.66081786155701,4101,5
42,"Maple Ridge-Pitt Meadows",2023,"04","417",450.2153,-0.24070843288346,449.0326,97.2811,477.3267,112.6317,7.49980592727661,2362,12
42,"Maple Ridge-Pitt Meadows",2023,"07","304",427.5578,-0.280934497306909,428.1407,103.342,460.2924,116.5204,7.49980592727661,2362,12
42,"Maple Ridge-Pitt Meadows",2024,"04","496",436.2005,-0.402584971538334,436.121,98.2341,479.7736,108.2333,6.30934820175171,732,10
42,"Maple Ridge-Pitt Meadows",2024,"07","359",434.1232,-0.316562967125897,423.5092,99.7193,469.7227,112.4563,6.30934820175171,732,10
43,"Coquitlam",2017,"04","1810",385.0761,0.0680776776008013,447,205.1653,369.7585,225.0018,7.08574075698853,3,2
43,"Coquitlam",2017,"07","1879",392.6883,0.120177118987277,449,206.3805,365.4176,226.9209,7.08574075698853,3,2
43,"Coquitlam",2018,"04","1791",356.658,-0.0215796022884139,436,221.7337,361.6057,229.2767,5.41067371368408,124,5
43,"Coquitlam",2018,"07","1758",369.6603,0.0562033944551706,434,217.8828,356.6422,231.6248,5.41067371368408,124,5
43,"Coquitlam",2019,"04","1691",370.9704,0.0180569909369271,450,227.5025,366.7404,234.2583,5.12537536621094,13,3
43,"Coquitlam",2019,"07","1980",375.7765,0.079864316012384,441,217.711,357.1648,233.0415,5.12537536621094,13,3
43,"Coquitlam",2020,"04","1509",341.7477,0.0125208651733107,439,249.0795,338.5485,255.5095,5.71240839958191,3,2
43,"Coquitlam",2020,"07","1560",314.8195,-0.0147855395800459,409,249.8802,318.5741,253.9373,5.71240839958191,3,2
43,"Coquitlam",2021,"04","1700",489.4091,-0.00876235121017645,486.5691,102.1352,490.3953,112.5497,4.56555519104004,231,2
43,"Coquitlam",2021,"07","1691",466.4711,-0.0641239399427866,473.4463,118.2273,474.0476,118.154,4.56555519104004,231,2
43,"Coquitlam",2022,"04","1604",474.7349,-0.0416194744893853,475.4837,103.263,479.387,111.777,5.1074547290802,11,2
43,"Coquitlam",2022,"07","1619",460.4568,-0.0682804802419327,463.1007,106.4825,468.296,114.8088,5.1074547290802,11,2
43,"Coquitlam",2023,"04","1766",479.6366,0.0205084359021481,482.2461,106.3507,477.3267,112.6317,6.34602212905884,1285,8
43,"Coquitlam",2023,"07","1746",461.7864,0.0128217891459352,467.6285,110.7819,460.2924,116.5204,6.34602212905884,1285,8
43,"Coquitlam",2024,"04","2191",480.473,0.00646196688080309,484.9065,101.9517,479.7736,108.2333,6.40742330551147,8,3
43,"Coquitlam",2024,"07","2248",463.2693,-0.0573858467689226,460.5389,105.9756,469.7227,112.4563,6.40742330551147,8,3
44,"North Vancouver",2017,"04","1122",470.5467,0.447943972003779,497,152.0433,369.7585,225.0018,6.78213005065918,3,1
44,"North Vancouver",2017,"07","1119",473.7913,0.477583598513843,500,147.7303,365.4176,226.9209,6.78213005065918,3,1
44,"North Vancouver",2018,"04","991",424.286,0.273382772867893,474,187.8261,361.6057,229.2767,4.82933602333069,122,3
44,"North Vancouver",2018,"07","1016",433.8834,0.33347551730212,481.5,185.8186,356.6422,231.6248,4.82933602333069,122,3
44,"North Vancouver",2019,"04","1100",474.5174,0.460077615179483,502,159.6795,366.7404,234.2583,4.8647216796875,8,2
44,"North Vancouver",2019,"07","1158",480.7117,0.530149780189365,508,148.005,357.1648,233.0415,4.8647216796875,8,2
44,"North Vancouver",2020,"04","919",409.9974,0.27963304691215,488,228.0163,338.5485,255.5095,5.15085787773132,2,1
44,"North Vancouver",2020,"07","1031",424.6419,0.417692871429286,493,218.6448,318.5741,253.9373,5.15085787773132,2,1
44,"North Vancouver",2021,"04","1119",494.7839,0.0389925517349224,508.8632,113.5573,490.3953,112.5497,4.25302891731262,8,1
44,"North Vancouver",2021,"07","1081",506.7024,0.276374900553515,514.3216,111.5332,474.0476,118.154,4.25302891731262,8,1
44,"North Vancouver",2022,"04","1052",485.6146,0.0557145029836191,491.1443,99.4424,479.387,111.777,4.92049655914307,11,2
44,"North Vancouver",2022,"07","1124",492.0295,0.206721958595508,500.2533,100.647,468.296,114.8088,4.92049655914307,11,2
44,"North Vancouver",2023,"04","1124",484.8569,0.0668568440323637,490.6568,108.966,477.3267,112.6317,6.18119020462036,393,4
44,"North Vancouver",2023,"07","1107",493.3729,0.283903076199533,495.7971,97.989,460.2924,116.5204,6.18119020462036,393,4
44,"North Vancouver",2024,"04","1162",493.8034,0.129625540383597,499.5214,99.9037,479.7736,108.2333,6.12854166030884,4,2
44,"North Vancouver",2024,"07","1245",495.6049,0.230153401810303,502.8662,99.2191,469.7227,112.4563,6.12854166030884,4,2
45,"West Vancouver",2017,"04","424",525.8095,0.693554451564387,597,213.9574,369.7585,225.0018,7.78619346618652,3,1
45,"West Vancouver",2017,"07","474",527.4646,0.714112274365208,571,186.0091,365.4176,226.9209,7.78619346618652,3,1
45,"West Vancouver",2018,"04","466",501.6654,0.610876290525814,564,211.9371,361.6057,229.2767,5.50861539840698,122,3
45,"West Vancouver",2018,"07","480",519.8843,0.704769523816103,568,196.0762,356.6422,231.6248,5.50861539840698,122,3
45,"West Vancouver",2019,"04","430",522.7058,0.665783880443083,581,205.0063,366.7404,234.2583,3.9551558971405,21,4
45,"West Vancouver",2019,"07","497",544.2748,0.8029042037577,585,174.3579,357.1648,233.0415,3.9551558971405,21,4
45,"West Vancouver",2020,"04","435",508.6518,0.665741586907727,593,234.6401,338.5485,255.5095,6.30392985343933,0,0
45,"West Vancouver",2020,"07","482",538.4831,0.86599723632566,586.5,195.6021,318.5741,253.9373,6.30392985343933,0,0
45,"West Vancouver",2021,"04","437",574.6272,0.748397374670923,583.563,90.4433,490.3953,112.5497,4.32778949737549,63,2
45,"West Vancouver",2021,"07","532",572.2924,0.831497875653808,575.7967,91.3827,474.0476,118.154,4.32778949737549,63,2
45,"West Vancouver",2022,"04","443",575.9812,0.864168836164864,579.9597,89.6737,479.387,111.777,4.62468099594116,0,0
45,"West Vancouver",2022,"07","468",578.09,0.95632042143111,582.5758,98.6868,468.296,114.8088,4.62468099594116,0,0
45,"West Vancouver",2023,"04","420",571.873,0.83942886416524,582.1004,91.1542,477.3267,112.6317,5.78670024871826,199,2
45,"West Vancouver",2023,"07","533",560.4676,0.859722417705397,564.1585,88.9169,460.2924,116.5204,5.78670024871826,199,2
45,"West Vancouver",2024,"04","464",567.6902,0.81228790030425,566.3952,85.2185,479.7736,108.2333,5.96453537940979,11,3
45,"West Vancouver",2024,"07","482",583.6098,1.01272316446477,590.4432,88.6052,469.7227,112.4563,5.96453537940979,11,3
46,"Sunshine Coast",2017,"04","225",419.0264,0.218966692710903,479,192.3499,369.7585,225.0018,8.22202930450439,20,5
46,"Sunshine Coast",2017,"07","220",450.3429,0.37425067501495,488,175.3877,365.4176,226.9209,8.22202930450439,20,5
46,"Sunshine Coast",2018,"04","226",391.5824,0.130744641736382,448,199.8279,361.6057,229.2767,6.53740539550781,1050,10
46,"Sunshine Coast",2018,"07","223",416.3487,0.257772483775485,469,196.1808,356.6422,231.6248,6.53740539550781,1050,10
46,"Sunshine Coast",2019,"04","190",367.5217,0.00333520733310191,441,228.5966,366.7404,234.2583,3.80462765693665,25,5
46,"Sunshine Coast",2019,"07","186",369.5309,0.0530639392554543,438,223.3635,357.1648,233.0415,3.80462765693665,25,5
46,"Sunshine Coast",2020,"04","200",397.7961,0.231880223631607,470,224.4773,338.5485,255.5095,5.44164276123047,76,4
46,"Sunshine Coast",2020,"07","214",392.0655,0.289407660867466,464,225.4118,318.5741,253.9373,5.44164276123047,76,4
46,"Sunshine Coast",2021,"04","234",494.1204,0.0330973783137583,492.3165,82.9684,490.3953,112.5497,4.26075830459595,109,5
46,"Sunshine Coast",2021,"07","221",466.4164,-0.0645868950691469,471.7237,99.5557,474.0476,118.154,4.26075830459595,109,5
46,"Sunshine Coast",2022,"04","223",491.4886,0.108265564472119,494.9388,83.8516,479.387,111.777,4.09577641487122,39,5
46,"Sunshine Coast",2022,"07","225",457.819,-0.0912560709632012,462.4647,99.6921,468.296,114.8088,4.09577641487122,39,5
46,"Sunshine Coast",2023,"04","223",482.9021,0.0495011617510879,481.5229,88.1253,477.3267,112.6317,5.95538711547852,2403,13
46,"Sunshine Coast",2023,"07","229",463.4171,0.0268167634165349,453.4956,95.1928,460.2924,116.5204,5.95538711547852,2403,13
46,"Sunshine Coast",2024,"04","243",471.2989,-0.0783003012935943,477.4245,81.4967,479.7736,108.2333,4.91646838188171,617,9
46,"Sunshine Coast",2024,"07","262",456.6582,-0.116174016040008,452.8648,86.5742,469.7227,112.4563,4.91646838188171,617,9
47,"qathet",2017,"04","118",326.7032,-0.191355358046025,398,196.1057,369.7585,225.0018,7.65931816101074,19,6
47,"qathet",2017,"07","108",349.6547,-0.0694642935049174,428,204.1713,365.4176,226.9209,7.65931816101074,19,6
47,"qathet",2018,"04","127",327.8659,-0.147157561147731,373,202.1571,361.6057,229.2767,7.57529215812683,5141,17
47,"qathet",2018,"07","145",348.8889,-0.0334735313317055,394.5,193.7748,356.6422,231.6248,7.57529215812683,5141,17
47,"qathet",2019,"04","122",281.2421,-0.364974474757138,345,227.7549,366.7404,234.2583,3.08707625865936,45,8
47,"qathet",2019,"07","114",344.962,-0.0523632056951231,428.5,232.5173,357.1648,233.0415,3.08707625865936,45,8
47,"qathet",2020,"04","130",235.5898,-0.402954488972034,257,249.6271,338.5485,255.5095,4.62829284667969,453,7
47,"qathet",2020,"07","105",217.9692,-0.396180080673458,0,248.1504,318.5741,253.9373,4.62829284667969,453,7
47,"qathet",2021,"04","145",496.7918,0.0568326703669579,489.0144,128.3093,490.3953,112.5497,3.98186860084534,85,5
47,"qathet",2021,"07","154",459.609,-0.122201533591753,464.512,132.3589,474.0476,118.154,3.98186860084534,85,5
47,"qathet",2022,"04","187",446.0355,-0.29837533660771,433.0909,133.1871,479.387,111.777,3.74423117637634,363,7
47,"qathet",2022,"07","168",463.3092,-0.0434356948247871,461.6319,116.3092,468.296,114.8088,3.74423117637634,363,7
47,"qathet",2023,"04","167",468.3897,-0.0793471109820771,467.43,120.3551,477.3267,112.6317,6.56984186172485,2893,16
47,"qathet",2023,"07","160",414.2639,-0.395025248797636,402.4696,98.7991,460.2924,116.5204,6.56984186172485,2893,16
47,"qathet",2024,"04","184",469.2062,-0.097635385782379,463.7816,119.7598,479.7736,108.2333,4.51146459579468,562,10
47,"qathet",2024,"07","163",456.43,-0.118203248728617,445.3176,117.9089,469.7227,112.4563,4.51146459579468,562,10
48,"Sea to Sky",2017,"04","363",404.7665,0.15558986639218,459,183.9551,369.7585,225.0018,7.28195652961731,49,5
48,"Sea to Sky",2017,"07","312",425.0427,0.262757198653804,435,134.5353,365.4176,226.9209,7.28195652961731,49,5
48,"Sea to Sky",2018,"04","358",414.6558,0.231380249279582,445.5,164.7073,361.6057,229.2767,7.38656139373779,3720,17
48,"Sea to Sky",2018,"07","349",425.8783,0.298914883034977,454,154.3877,356.6422,231.6248,7.38656139373779,3720,17
48,"Sea to Sky",2019,"04","375",417.2433,0.215586384772706,454,158.0908,366.7404,234.2583,4.17981147766113,35,8
48,"Sea to Sky",2019,"07","296",389.3121,0.137946674733899,433,182.302,357.1648,233.0415,4.17981147766113,35,8
48,"Sea to Sky",2020,"04","371",397.7923,0.231865351386152,454,196.3254,338.5485,255.5095,5.13744540214539,910,10
48,"Sea to Sky",2020,"07","368",382.9251,0.253412948786964,426,178.9692,318.5741,253.9373,5.13744540214539,910,10
48,"Sea to Sky",2021,"04","367",484.9804,-0.0481111899898449,489.3962,104.2563,490.3953,112.5497,4.79447431564331,119601,7
48,"Sea to Sky",2021,"07","367",442.3429,-0.268333700086328,443.7657,99.8961,474.0476,118.154,4.79447431564331,119601,7
48,"Sea to Sky",2022,"04","414",456.2183,-0.207276094366462,463.093,103.6588,479.387,111.777,5.02293920516968,14499,18
48,"Sea to Sky",2022,"07","367",422.7417,-0.39678404442865,424.7265,96.7422,468.296,114.8088,5.02293920516968,14499,18
48,"Sea to Sky",2023,"04","322",465.486,-0.10512759729277,470.4254,94.4768,477.3267,112.6317,9.89117460250855,35911,32
48,"Sea to Sky",2023,"07","347",414.5495,-0.392574175852468,413.6112,106.7641,460.2924,116.5204,9.89117460250855,35911,32
48,"Sea to Sky",2024,"04","362",452.2542,-0.254260010551281,454.7808,91.7169,479.7736,108.2333,5.00505838394165,2187,18
48,"Sea to Sky",2024,"07","363",427.752,-0.373217863294453,418.5661,99.8089,469.7227,112.4563,5.00505838394165,2187,18
49,"Central Coast",2017,"04","23",381.1923,0.0508164823570299,394,177.5525,369.7585,225.0018,6.5135283946991,31375,4
49,"Central Coast",2017,"07","21",304.5185,-0.268371489801072,350,196.6892,365.4176,226.9209,6.5135283946991,31375,4
49,"Central Coast",2018,"04","Msk",233.381,-0.559257438719242,302,181.7824,361.6057,229.2767,17.6007172584534,229665,13
49,"Central Coast",2018,"07","14",236.7727,-0.517515827320736,310,194.553,356.6422,231.6248,17.6007172584534,229665,13
49,"Central Coast",2019,"04","22",417.5,0.216682183726254,488.5,210.5688,366.7404,234.2583,3.46723103523254,51,5
49,"Central Coast",2019,"07","Msk",NA,NA,NA,NA,357.1648,233.0415,3.46723103523254,51,5
49,"Central Coast",2020,"04","Msk",NA,NA,NA,NA,338.5485,255.5095,3.40966792106628,0,0
49,"Central Coast",2020,"07","Msk",235.2069,-0.328298363414906,312,226.4664,318.5741,253.9373,3.40966792106628,0,0
49,"Central Coast",2021,"04","Msk",438.908,-0.457462791993226,376.2628,145.1411,490.3953,112.5497,3.09833183288574,9709,7
