"SCHOOL_DISTRICT_NUMBER","SCHOOL_DISTRICT_NAME","year","GRADE","NUMBER_WRITERS","AVG_SCORE","AVG_SCORE_Z","MEDIAN_SCORE","STDEV_SCORE","PROVINCE_AVG","PROVINCE_SD","pm25","burned_ha","fire_count"
49,"Central Coast",2021,"07","Msk",294.6407,-1.5184157963336,288.1078,82.5637,474.0476,118.154,3.09833183288574,9709,7
49,"Central Coast",2022,"04","Msk",481.5713,0.0195415872675059,505.8349,94.4227,479.387,111.777,2.98295669555664,465,9
49,"Central Coast",2022,"07","17",450.7097,-0.153179024604386,454.0697,150.3104,468.296,114.8088,2.98295669555664,465,9
49,"Central Coast",2023,"04","12",459.7298,-0.156233990963468,483.7964,122.4656,477.3267,112.6317,7.690509557724,87406,39
49,"Central Coast",2023,"07","12",394.161,-0.567552119628837,375.6655,104.9106,460.2924,116.5204,7.690509557724,87406,39
49,"Central Coast",2024,"04","Msk",411.5772,-0.630087043451507,412.117,59.9396,479.7736,108.2333,4.50530390739441,82868,9
49,"Central Coast",2024,"07","Msk",352.525,-1.04216215543282,352.6751,68.2898,469.7227,112.4563,4.50530390739441,82868,9
50,"Haida Gwaii",2017,"04","28",381.1212,0.0505004848850096,430,175.9749,369.7585,225.0018,3.18260130882263,0,0
50,"Haida Gwaii",2017,"07","38",359.9333,-0.0241683335470643,412,170.4753,365.4176,226.9209,3.18260130882263,0,0
50,"Haida Gwaii",2018,"04","26",376.2258,0.0637661829570993,425,187.0302,361.6057,229.2767,2.92772517204285,0,0
50,"Haida Gwaii",2018,"07","34",375.9744,0.0834634287865548,414,163.0624,356.6422,231.6248,2.92772517204285,0,0
50,"Haida Gwaii",2019,"04","29",379.0968,0.0527469037383092,372,143.9475,366.7404,234.2583,3.99504899978638,0,0
50,"Haida Gwaii",2019,"07","32",359.25,0.00894776252298404,392,165.2113,357.1648,233.0415,3.99504899978638,0,0
50,"Haida Gwaii",2020,"04","27",343.4857,0.0193229605944202,377,227.5383,338.5485,255.5095,4.24059028625488,0,0
50,"Haida Gwaii",2020,"07","22",241.4474,-0.303723399437578,242.5,222.6565,318.5741,253.9373,4.24059028625488,0,0
50,"Haida Gwaii",2021,"04","27",407.7019,-0.734727858004064,380.3944,109.0389,490.3953,112.5497,2.95845508575439,2,1
50,"Haida Gwaii",2021,"07","22",448.7439,-0.214158640418437,434.5057,131.563,474.0476,118.154,2.95845508575439,2,1
50,"Haida Gwaii",2022,"04","17",403.5107,-0.678818540486862,399.4389,93.1082,479.387,111.777,2.57779560089111,0,0
50,"Haida Gwaii",2022,"07","39",369.5883,-0.859757265993547,339.0667,97.1818,468.296,114.8088,2.57779560089111,0,0
50,"Haida Gwaii",2023,"04","29",373.725,-0.919827188970778,343.478,114.8645,477.3267,112.6317,3.47266235351562,0,0
50,"Haida Gwaii",2023,"07","41",378.635,-0.700799173363634,374.3928,86.8741,460.2924,116.5204,3.47266235351562,0,0
50,"Haida Gwaii",2024,"04","36",403.794,-0.701998368339504,422.8651,103.4057,479.7736,108.2333,2.79957916736603,0,0
50,"Haida Gwaii",2024,"07","50",376.7467,-0.826774489290507,363.6712,86.6048,469.7227,112.4563,2.79957916736603,0,0
51,"Boundary",2017,"04","53",287.881,-0.36389708882329,393.5,232.3528,369.7585,225.0018,13.028383731842,5632,26
51,"Boundary",2017,"07","78",362.396,-0.0133156531637235,430,212.6129,365.4176,226.9209,13.028383731842,5632,26
51,"Boundary",2018,"04","66",361.3596,-0.00107337553270791,454,227.1927,361.6057,229.2767,12.3873544692993,34723,56
51,"Boundary",2018,"07","98",397.9167,0.178195512743022,419.5,151.2139,356.6422,231.6248,12.3873544692993,34723,56
51,"Boundary",2019,"04","79",368.3069,0.00668706295572008,437,214.0509,366.7404,234.2583,3.99091424942017,3334,6
51,"Boundary",2019,"07","102",419.9369,0.269360178337335,452,148.2912,357.1648,233.0415,3.99091424942017,3334,6
51,"Boundary",2020,"04","53",254.6452,-0.328376440014951,350,231.5486,338.5485,255.5095,7.10932335853577,3383,12
51,"Boundary",2020,"07","68",314.6598,-0.0154144349806034,400,215.991,318.5741,253.9373,7.10932335853577,3383,12
51,"Boundary",2021,"04","93",466.6545,-0.21093614643131,461.0207,92.1313,490.3953,112.5497,15.2406962871552,131408,38
51,"Boundary",2021,"07","86",457.9996,-0.135822739814141,444.7834,100.8501,474.0476,118.154,15.2406962871552,131408,38
51,"Boundary",2022,"04","92",442.4021,-0.330881129391556,437.8969,83.9532,479.387,111.777,5.49081420898438,6958,17
51,"Boundary",2022,"07","107",442.5169,-0.224539408128993,434.9296,95.6997,468.296,114.8088,5.49081420898438,6958,17
51,"Boundary",2023,"04","88",452.334,-0.22189756525028,460.3367,100.6286,477.3267,112.6317,12.2455528259277,58103,20
51,"Boundary",2023,"07","90",444.6516,-0.134232288938246,435.1479,97.6136,460.2924,116.5204,12.2455528259277,58103,20
51,"Boundary",2024,"04","91",467.684,-0.111699449245287,473.2755,88.4506,479.7736,108.2333,7.22281007766724,3940,23
51,"Boundary",2024,"07","100",450.7981,-0.16828403566541,430.1598,100.0365,469.7227,112.4563,7.22281007766724,3940,23
52,"Prince Rupert",2017,"04","137",401,0.138850000311109,400,119.7767,369.7585,225.0018,3.09485187530518,0,0
52,"Prince Rupert",2017,"07","102",344.552,-0.0919509838009631,395,181.5676,365.4176,226.9209,3.09485187530518,0,0
52,"Prince Rupert",2018,"04","131",382.9034,0.0928908170782289,413,154.7972,361.6057,229.2767,2.79759068489075,0,0
52,"Prince Rupert",2018,"07","133",378.6067,0.0948279286155886,414.5,158.6695,356.6422,231.6248,2.79759068489075,0,0
52,"Prince Rupert",2019,"04","153",408.0373,0.176287883929833,431,140.8634,366.7404,234.2583,3.25626420974731,1,1
52,"Prince Rupert",2019,"07","131",375.4414,0.0784263747015015,406,150.5392,357.1648,233.0415,3.25626420974731,1,1
52,"Prince Rupert",2020,"04","69",276.4912,-0.242876683645814,336.5,242.0654,338.5485,255.5095,3.49926948547363,40,1
52,"Prince Rupert",2020,"07","91",275.9868,-0.167707934202655,333,245.4568,318.5741,253.9373,3.49926948547363,40,1
52,"Prince Rupert",2021,"04","107",409.2819,-0.720689615343266,394.2437,118.5587,490.3953,112.5497,2.69475197792053,4,1
52,"Prince Rupert",2021,"07","126",428.0458,-0.389337644091609,420.7291,115.7186,474.0476,118.154,2.69475197792053,4,1
52,"Prince Rupert",2022,"04","94",383.4797,-0.858023564776296,372.6503,106.648,479.387,111.777,2.40707120895386,54,1
52,"Prince Rupert",2022,"07","136",367.542,-0.877580812620635,346.1678,96.5308,468.296,114.8088,2.40707120895386,54,1
52,"Prince Rupert",2023,"04","76",419.1859,-0.516202809688569,410.9845,121.1566,477.3267,112.6317,3.88028545379639,506,4
52,"Prince Rupert",2023,"07","68",360.7867,-0.85397664271664,352.1182,83.1476,460.2924,116.5204,3.88028545379639,506,4
52,"Prince Rupert",2024,"04","103",387.5216,-0.852343964380648,365.651,107.9324,479.7736,108.2333,3.27452096939087,123,2
52,"Prince Rupert",2024,"07","117",407.685,-0.551660511683205,404.9672,113.1693,469.7227,112.4563,3.27452096939087,123,2
53,"Okanagan Similkameen",2017,"04","181",442.0923,0.321480983707686,468,151.4596,369.7585,225.0018,22.8743590831757,18373,14
53,"Okanagan Similkameen",2017,"07","144",421.6564,0.247834377529791,454,174.5803,365.4176,226.9209,22.8743590831757,18373,14
53,"Okanagan Similkameen",2018,"04","138",420.5232,0.2569711619192,452,154.7956,361.6057,229.2767,13.6062047958374,43976,34
53,"Okanagan Similkameen",2018,"07","181",434.1762,0.334739630644042,452,141.4091,356.6422,231.6248,13.6062047958374,43976,34
53,"Okanagan Similkameen",2019,"04","141",449.1974,0.35199179708894,469,153.8381,366.7404,234.2583,3.79744386672974,3348,8
53,"Okanagan Similkameen",2019,"07","172",434.5222,0.331946884996878,443,135.0792,357.1648,233.0415,3.79744386672974,3348,8
53,"Okanagan Similkameen",2020,"04","185",418.239,0.311888599054047,445,166.938,338.5485,255.5095,7.41812391281128,2160,9
53,"Okanagan Similkameen",2020,"07","177",423.1421,0.411786689076398,456,168.113,318.5741,253.9373,7.41812391281128,2160,9
53,"Okanagan Similkameen",2021,"04","158",459.15,-0.277613356588245,446.2524,86.3511,490.3953,112.5497,15.9444799900055,27186,22
53,"Okanagan Similkameen",2021,"07","176",450.0991,-0.202688863686375,442.068,95.9238,474.0476,118.154,15.9444799900055,27186,22
53,"Okanagan Similkameen",2022,"04","159",458.366,-0.188061944765023,440.9922,98.0436,479.387,111.777,9.34196925163269,12783,15
53,"Okanagan Similkameen",2022,"07","153",456.0134,-0.106983088404373,454.4437,95.2221,468.296,114.8088,9.34196925163269,12783,15
53,"Okanagan Similkameen",2023,"04","180",450.3417,-0.239586191098954,453.0082,97.0515,477.3267,112.6317,25.1046629905701,58024,19
53,"Okanagan Similkameen",2023,"07","202",442.5028,-0.152673694906643,446.3946,100.8772,460.2924,116.5204,25.1046629905701,58024,19
53,"Okanagan Similkameen",2024,"04","164",468.9566,-0.0999415152268295,477.7137,90.316,479.7736,108.2333,7.32116255760193,4856,15
53,"Okanagan Similkameen",2024,"07","174",454.7247,-0.133367361366148,460.4588,91.3959,469.7227,112.4563,7.32116255760193,4856,15
54,"Bulkley Valley",2017,"04","133",467.087,0.432567650569906,472,128.2136,369.7585,225.0018,4.31452860832214,69,3
54,"Bulkley Valley",2017,"07","123",456.7923,0.402672032413057,465.5,145.0845,365.4176,226.9209,4.31452860832214,69,3
54,"Bulkley Valley",2018,"04","146",407.1392,0.198596281261899,421.5,158.7078,361.6057,229.2767,10.7705777645111,128036,14
54,"Bulkley Valley",2018,"07","137",455.8699,0.428398427111432,485.5,158.9903,356.6422,231.6248,10.7705777645111,128036,14
54,"Bulkley Valley",2019,"04","137",422.1486,0.236526091071266,445.5,151.9039,366.7404,234.2583,5.17784910202026,4,2
54,"Bulkley Valley",2019,"07","124",436.8258,0.341831819654439,432.5,157.6946,357.1648,233.0415,5.17784910202026,4,2
54,"Bulkley Valley",2020,"04","113",392.9259,0.212819484207045,431,201.7982,338.5485,255.5095,3.04405665397644,46,2
54,"Bulkley Valley",2020,"07","119",411.1319,0.364490762089697,464,209.5288,318.5741,253.9373,3.04405665397644,46,2
54,"Bulkley Valley",2021,"04","127",480.1448,-0.0910753205028538,481.6485,99.2461,490.3953,112.5497,3.25132393836975,267,2
54,"Bulkley Valley",2021,"07","149",442.5767,-0.266354926621189,434.0551,125.2968,474.0476,118.154,3.25132393836975,267,2
54,"Bulkley Valley",2022,"04","145",450.0602,-0.262368823639926,441.6324,99.3217,479.387,111.777,3.70792746543884,347,5
54,"Bulkley Valley",2022,"07","148",438.5889,-0.258752813373191,425.6384,104.533,468.296,114.8088,3.70792746543884,347,5
54,"Bulkley Valley",2023,"04","135",430.138,-0.418964643168842,426.0387,94.9386,477.3267,112.6317,8.6259313583374,35067,40
54,"Bulkley Valley",2023,"07","141",439.3907,-0.179382322752068,413.2249,131.9556,460.2924,116.5204,8.6259313583374,35067,40
54,"Bulkley Valley",2024,"04","124",465.7687,-0.129395481797191,466.1937,103.0755,479.7736,108.2333,5.80285320281982,61562,12
54,"Bulkley Valley",2024,"07","119",489.993,0.180250461734914,475.0591,121.0198,469.7227,112.4563,5.80285320281982,61562,12
57,"Prince George",2017,"04","936",410.3009,0.180187002948421,423,141.0195,369.7585,225.0018,8.16443724632263,439213,50
57,"Prince George",2017,"07","873",404.2996,0.171346050540078,416,137.9422,365.4176,226.9209,8.16443724632263,439213,50
57,"Prince George",2018,"04","970",394.2733,0.142481115612707,424,156.0446,361.6057,229.2767,11.8408372879028,118825,87
57,"Prince George",2018,"07","870",408.5365,0.22404466188422,441,147.7587,356.6422,231.6248,11.8408372879028,118825,87
57,"Prince George",2019,"04","917",409.4842,0.182464399340386,431,146.7405,366.7404,234.2583,5.17503628730774,95,8
57,"Prince George",2019,"07","937",402.6956,0.195376360004549,419,141.9022,357.1648,233.0415,5.17503628730774,95,8
57,"Prince George",2020,"04","808",379.1373,0.158854367450134,428,191.8916,338.5485,255.5095,4.05429217815399,34,5
57,"Prince George",2020,"07","859",368.2069,0.19545297205255,410.5,180.2828,318.5741,253.9373,4.05429217815399,34,5
57,"Prince George",2021,"04","879",440.016,-0.447618252203249,437.2239,100.5037,490.3953,112.5497,6.93570141792297,56729,67
57,"Prince George",2021,"07","940",432.4653,-0.351933070399648,434.1701,101.0731,474.0476,118.154,6.93570141792297,56729,67
57,"Prince George",2022,"04","906",430.4878,-0.437471036080768,427.2566,93.0653,479.387,111.777,4.95587177276611,32919,25
57,"Prince George",2022,"07","932",420.3427,-0.417679655218067,417.843,97.615,468.296,114.8088,4.95587177276611,32919,25
57,"Prince George",2023,"04","873",427.1507,-0.445487371672451,430.9376,100.3544,477.3267,112.6317,27.7876602172852,290806,105
57,"Prince George",2023,"07","879",421.3075,-0.334575748109344,414.0032,104.7601,460.2924,116.5204,27.7876602172852,290806,105
57,"Prince George",2024,"04","842",441.7513,-0.351299461441164,453.2565,100.2559,479.7736,108.2333,9.86270475387573,24908,70
57,"Prince George",2024,"07","911",430.2487,-0.351016350351203,426.1634,94.807,469.7227,112.4563,9.86270475387573,24908,70
58,"Nicola-Similkameen",2017,"04","129",428.7483,0.262174791490557,453,171.5936,369.7585,225.0018,15.0864860057831,198251,33
58,"Nicola-Similkameen",2017,"07","156",417.7485,0.230612958083632,441,157.0484,365.4176,226.9209,15.0864860057831,198251,33
58,"Nicola-Similkameen",2018,"04","132",378.1333,0.0720858246825779,408,171.2035,361.6057,229.2767,9.62467088699341,48302,60
58,"Nicola-Similkameen",2018,"07","149",417.3625,0.26214938987535,442.5,143.5012,356.6422,231.6248,9.62467088699341,48302,60
58,"Nicola-Similkameen",2019,"04","134",446.55,0.34069059666189,467,135.0568,366.7404,234.2583,3.71680927276611,1177,17
58,"Nicola-Similkameen",2019,"07","153",419.4198,0.267141260247638,438,137.2277,357.1648,233.0415,3.71680927276611,1177,17
58,"Nicola-Similkameen",2020,"04","134",394.0769,0.217324209080289,436,189.0861,338.5485,255.5095,5.66639928817749,2157,19
58,"Nicola-Similkameen",2020,"07","127",390.5267,0.283347897295907,424,197.5499,318.5741,253.9373,5.66639928817749,2157,19
58,"Nicola-Similkameen",2021,"04","140",397.3262,-0.82691557596333,397.96,85.5753,490.3953,112.5497,12.0246702671051,347773,64
58,"Nicola-Similkameen",2021,"07","129",405.797,-0.577641044738223,399.0149,95.48,474.0476,118.154,12.0246702671051,347773,64
58,"Nicola-Similkameen",2022,"04","120",415.8683,-0.568262701629137,419.0114,97.4922,479.387,111.777,6.9905357837677,19382,46
58,"Nicola-Similkameen",2022,"07","126",434.5661,-0.293791939293852,424.3419,106.0141,468.296,114.8088,6.9905357837677,19382,46
58,"Nicola-Similkameen",2023,"04","123",418.1916,-0.525030697396914,418.8259,112.3279,477.3267,112.6317,9.20546855926514,123653,43
58,"Nicola-Similkameen",2023,"07","153",430.301,-0.257391838682325,415.3712,128.7842,460.2924,116.5204,9.20546855926514,123653,43
58,"Nicola-Similkameen",2024,"04","117",450.6352,-0.269218438317967,460.883,101.0537,479.7736,108.2333,6.63343229293823,28067,30
58,"Nicola-Similkameen",2024,"07","145",427.5422,-0.375083476870571,408.3437,107.5069,469.7227,112.4563,6.63343229293823,28067,30
59,"Peace River South",2017,"04","261",450.5091,0.35888868444608,467,137.3313,369.7585,225.0018,5.14294891357422,469,9
59,"Peace River South",2017,"07","252",436.4701,0.313115715652459,456.5,138.3859,365.4176,226.9209,5.14294891357422,469,9
59,"Peace River South",2018,"04","244",419.7556,0.25362324213494,444,158.7981,361.6057,229.2767,9.5315938949585,613,21
59,"Peace River South",2018,"07","217",428.9079,0.31199465687612,451,135.7024,356.6422,231.6248,9.5315938949585,613,21
59,"Peace River South",2019,"04","255",444.3722,0.331394021044292,452.5,137.5065,366.7404,234.2583,6.63809552192688,331,6
59,"Peace River South",2019,"07","274",413.2509,0.240670009418923,419,130.2747,357.1648,233.0415,6.63809552192688,331,6
59,"Peace River South",2020,"04","262",413.3299,0.292675614801015,454,165.5216,338.5485,255.5095,3.15788865089417,61,5
59,"Peace River South",2020,"07","232",395.0372,0.301110155932193,436,177.1328,318.5741,253.9373,3.15788865089417,61,5
59,"Peace River South",2021,"04","244",437.4967,-0.470002141276254,427.0513,99.9394,490.3953,112.5497,5.90595555305481,13989,23
59,"Peace River South",2021,"07","231",440.171,-0.286715642297341,446.7264,99.2878,474.0476,118.154,5.90595555305481,13989,23
59,"Peace River South",2022,"04","282",442.9407,-0.326062606797463,442.1117,93.7879,479.387,111.777,6.0575674533844,39375,25
59,"Peace River South",2022,"07","252",446.6342,-0.188677174571984,444.9216,98.7311,468.296,114.8088,6.0575674533844,39375,25
59,"Peace River South",2023,"04","277",451.6885,-0.227628633857076,452.3185,94.7908,477.3267,112.6317,40.3408996582031,80627,52
59,"Peace River South",2023,"07","301",425.0558,-0.302407132141668,427.1502,91.4204,460.2924,116.5204,40.3408996582031,80627,52
59,"Peace River South",2024,"04","275",455.5137,-0.224144510053745,457.9709,91.1361,479.7736,108.2333,10.4493045806885,2031,29
59,"Peace River South",2024,"07","239",421.8589,-0.425621330241169,430.1219,83.238,469.7227,112.4563,10.4493045806885,2031,29
60,"Peace River North",2017,"04","473",457.5178,0.390038213027629,470,152.1689,369.7585,225.0018,3.93157362937927,414,12
60,"Peace River North",2017,"07","386",425.7242,0.265760447803618,448,152.354,365.4176,226.9209,3.93157362937927,414,12
60,"Peace River North",2018,"04","476",418.2539,0.247073514229749,437,140.5726,361.6057,229.2767,8.92743110656738,58703,63
60,"Peace River North",2018,"07","383",410.6024,0.232963827707568,422.5,145.5152,356.6422,231.6248,8.92743110656738,58703,63
60,"Peace River North",2019,"04","439",414.8542,0.205387813366698,442,166.2536,366.7404,234.2583,7.04558081626892,1045,13
60,"Peace River North",2019,"07","450",403.014,0.196742640259353,425,165.5048,357.1648,233.0415,7.04558081626892,1045,13
60,"Peace River North",2020,"04","408",421.0304,0.322813437465143,465.5,176.8828,338.5485,255.5095,2.96174895763397,58,4
60,"Peace River North",2020,"07","393",381.0526,0.246039081300778,429,193.1799,318.5741,253.9373,2.96174895763397,58,4
60,"Peace River North",2021,"04","442",472.8611,-0.155790730672761,470.8335,101.2167,490.3953,112.5497,6.48635911941528,66901,28
60,"Peace River North",2021,"07","448",430.1755,-0.371312862873876,428.4184,108.5098,474.0476,118.154,6.48635911941528,66901,28
60,"Peace River North",2022,"04","445",460.3591,-0.170230906179268,454.7094,89.8087,479.387,111.777,6.63224911689758,35350,33
60,"Peace River North",2022,"07","397",425.0991,-0.376250775201901,423.4756,99.3685,468.296,114.8088,6.63224911689758,35350,33
60,"Peace River North",2023,"04","408",449.3075,-0.248768330763009,446.1891,93.2826,477.3267,112.6317,78.8099227905273,1634480,83
60,"Peace River North",2023,"07","408",408.4302,-0.445091160002883,411.7332,101.1263,460.2924,116.5204,78.8099227905273,1634480,83
60,"Peace River North",2024,"04","433",460.2181,-0.18067914403423,459.1763,87.3981,479.7736,108.2333,15.6834568023682,37892,43
60,"Peace River North",2024,"07","431",422.0935,-0.423535186556911,417.4035,96.8515,469.7227,112.4563,15.6834568023682,37892,43
61,"Greater Victoria",2017,"04","997",307.302,-0.277582223786654,396,235.3798,369.7585,225.0018,8.37495079040527,3,2
61,"Greater Victoria",2017,"07","892",301.7981,-0.280359808197482,391,234.9946,365.4176,226.9209,8.37495079040527,3,2
61,"Greater Victoria",2018,"04","799",257.9489,-0.452103506374612,318.5,253.5494,361.6057,229.2767,6.56635465621948,91,3
61,"Greater Victoria",2018,"07","726",240.7015,-0.500553913052488,286,244.2521,356.6422,231.6248,6.56635465621948,91,3
61,"Greater Victoria",2019,"04","884",280.3772,-0.368666553116795,381,253.5648,366.7404,234.2583,4.08874564170837,3,1
61,"Greater Victoria",2019,"07","755",246.6853,-0.474076505686755,287,241.4422,357.1648,233.0415,4.08874564170837,3,1
61,"Greater Victoria",2020,"04","816",274.3896,-0.251101818132007,351.5,262.9452,338.5485,255.5095,6.84229426383972,12,5
61,"Greater Victoria",2020,"07","839",269.9135,-0.191624467929682,338,245.7806,318.5741,253.9373,6.84229426383972,12,5
61,"Greater Victoria",2021,"04","900",498.769,0.0744000206131157,505.2581,100.4935,490.3953,112.5497,4.90326528549194,30,1
61,"Greater Victoria",2021,"07","782",451.5631,-0.19029825481998,460.1279,116.0761,474.0476,118.154,4.90326528549194,30,1
61,"Greater Victoria",2022,"04","948",485.1918,0.05193197169364,488.0429,108.372,479.387,111.777,3.79376921653748,0,0
61,"Greater Victoria",2022,"07","783",448.0368,-0.176460341019155,446.5239,109.4938,468.296,114.8088,3.79376921653748,0,0
61,"Greater Victoria",2023,"04","935",483.2132,0.0522632615862138,489.9402,98.8907,477.3267,112.6317,5.26599140167236,2,1
61,"Greater Victoria",2023,"07","791",454.367,-0.0508528978616617,458.8557,109.8478,460.2924,116.5204,5.26599140167236,2,1
61,"Greater Victoria",2024,"04","1290",478.0679,-0.015759475133808,486.8346,100.7669,479.7736,108.2333,5.60325136184692,158,1
61,"Greater Victoria",2024,"07","1323",450.1673,-0.173893325674062,451.5401,96.5575,469.7227,112.4563,5.60325136184692,158,1
62,"Sooke",2017,"04","319",175.3034,-0.864237974985089,0,228.6431,369.7585,225.0018,5.18103227615356,3,2
62,"Sooke",2017,"07","212",116.1841,-1.09832765514327,0,198.545,365.4176,226.9209,5.18103227615356,3,2
62,"Sooke",2018,"04","314",172.4994,-0.824795105651817,0,229.4617,361.6057,229.2767,5.8392352104187,291,5
62,"Sooke",2018,"07","217",119.376,-1.02435576846693,0,200.4657,356.6422,231.6248,5.8392352104187,291,5
62,"Sooke",2019,"04","312",167.304,-0.851352545459435,0,231.9923,366.7404,234.2583,3.4563768863678,19,2
62,"Sooke",2019,"07","251",131.2373,-0.969473248327015,0,203.5083,357.1648,233.0415,3.4563768863678,19,2
62,"Sooke",2020,"04","244",148.6529,-0.743203677358376,0,235.5334,338.5485,255.5095,5.84179840087891,36,8
62,"Sooke",2020,"07","211",108.5345,-0.827131736850002,0,198.7285,318.5741,253.9373,5.84179840087891,36,8
62,"Sooke",2021,"04","374",452.0505,-0.340692156442887,456.4667,97.9944,490.3953,112.5497,4.49830951690674,91,2
62,"Sooke",2021,"07","249",437.0128,-0.313445164784941,438.4975,115.9364,474.0476,118.154,4.49830951690674,91,2
62,"Sooke",2022,"04","556",425.1367,-0.485344033208978,427.857,101.6769,479.387,111.777,3.15481648445129,0,0
62,"Sooke",2022,"07","457",404.9559,-0.551700740709771,403.1716,104.9221,468.296,114.8088,3.15481648445129,0,0
62,"Sooke",2023,"04","659",428.6858,-0.431857993797484,435.4515,106.3956,477.3267,112.6317,4.98529047966003,31,3
62,"Sooke",2023,"07","614",403.6707,-0.48593808466157,402.5432,102.7121,460.2924,116.5204,4.98529047966003,31,3
62,"Sooke",2024,"04","813",444.9656,-0.321601577333408,450.9937,93.054,479.7736,108.2333,4.12902808189392,161,3
62,"Sooke",2024,"07","781",411.2289,-0.520146937076891,409.8516,103.9846,469.7227,112.4563,4.12902808189392,161,3
63,"Saanich",2017,"04","360",383.0022,0.0588604180055448,458,219.7258,369.7585,225.0018,7.15465593338013,3,2
63,"Saanich",2017,"07","345",303.5387,-0.272689293934582,408,248.6767,365.4176,226.9209,7.15465593338013,3,2
63,"Saanich",2018,"04","350",360.8917,-0.00311414112293137,450,227.2838,361.6057,229.2767,6.39063911437988,91,3
63,"Saanich",2018,"07","351",296.8252,-0.258249548407597,390,239.0781,356.6422,231.6248,6.39063911437988,91,3
63,"Saanich",2019,"04","383",368.6069,0.00796770061082136,450.5,221.0322,366.7404,234.2583,3.85704131126404,3,1
63,"Saanich",2019,"07","300",264.0038,-0.399761415885153,342,243.476,357.1648,233.0415,3.85704131126404,3,1
63,"Saanich",2020,"04","319",337.0454,-0.00588275582708282,451,256.5121,338.5485,255.5095,6.75709671974182,19,7
63,"Saanich",2020,"07","244",207.9642,-0.435579570232494,0,253.5267,318.5741,253.9373,6.75709671974182,19,7
63,"Saanich",2021,"04","381",495.5902,0.0461564979737837,500.5765,104.6559,490.3953,112.5497,4.41692023277283,91,2
63,"Saanich",2021,"07","278",467.0862,-0.0589180222421583,467.4083,104.4821,474.0476,118.154,4.41692023277283,91,2
63,"Saanich",2022,"04","347",480.2914,0.00809110997790252,481.1077,101.1922,479.387,111.777,4.03016214370728,0,0
63,"Saanich",2022,"07","312",459.7716,-0.0742486638654878,462.086,107.1501,468.296,114.8088,4.03016214370728,0,0
63,"Saanich",2023,"04","421",478.6054,0.0113529317234842,481.299,98.1663,477.3267,112.6317,5.3712495803833,2,1
63,"Saanich",2023,"07","302",456.9721,-0.0284954394251991,459.3015,113.035,460.2924,116.5204,5.3712495803833,2,1
63,"Saanich",2024,"04","430",474.68,-0.0470613018359413,484.9823,98.0833,479.7736,108.2333,5.13632969856262,158,1
63,"Saanich",2024,"07","316",478.8543,0.0812013199794058,484.3491,104.7372,469.7227,112.4563,5.13632969856262,158,1
64,"Gulf Islands",2017,"04","65",243.6176,-0.560621737248324,0,262.3848,369.7585,225.0018,7.74830913543701,3,2
64,"Gulf Islands",2017,"07","54",215.8158,-0.659268493999451,0,235.6717,365.4176,226.9209,7.74830913543701,3,2
64,"Gulf Islands",2018,"04","56",228.6935,-0.579702167730083,0,261.3746,361.6057,229.2767,6.19214363098145,292,6
64,"Gulf Islands",2018,"07","70",246.3681,-0.47608934794547,0,261.1928,356.6422,231.6248,6.19214363098145,292,6
64,"Gulf Islands",2019,"04","122",471.7273,0.448167258107824,513,165.2537,366.7404,234.2583,4.03773159980774,7,2
64,"Gulf Islands",2019,"07","124",443.197,0.369171156210374,467.5,143.0449,357.1648,233.0415,4.03773159980774,7,2
64,"Gulf Islands",2020,"04","92",490.9388,0.596417354344946,519,153.0576,338.5485,255.5095,6.75840516090393,19,7
64,"Gulf Islands",2020,"07","120",465.6614,0.579226840641371,489,141.2613,318.5741,253.9373,6.75840516090393,19,7
64,"Gulf Islands",2021,"04","88",526.4129,0.320015068898451,518.7283,92.2188,490.3953,112.5497,4.44332914352417,91,2
64,"Gulf Islands",2021,"07","111",482.0021,0.0673231545271425,476.3346,77.852,474.0476,118.154,4.44332914352417,91,2
64,"Gulf Islands",2022,"04","94",480.9485,0.0139697791137714,484.6896,99.157,479.387,111.777,4.1980749130249,0,0
64,"Gulf Islands",2022,"07","137",477.3722,0.0790549156510653,492.2957,95.422,468.296,114.8088,4.1980749130249,0,0
64,"Gulf Islands",2023,"04","88",495.4485,0.160894313057514,498.851,95.3241,477.3267,112.6317,5.35700168609619,2,1
64,"Gulf Islands",2023,"07","99",460.4996,0.00177822939159152,466.6075,102.6034,460.2924,116.5204,5.35700168609619,2,1
64,"Gulf Islands",2024,"04","97",475.0226,-0.0438959174302177,495.253,90.8901,479.7736,108.2333,5.70647234916687,167,3
64,"Gulf Islands",2024,"07","109",481.0504,0.100729794595768,483.5023,91.0219,469.7227,112.4563,5.70647234916687,167,3
67,"Okanagan Skaha",2017,"04","387",453.2948,0.37126947428865,469,135.1002,369.7585,225.0018,13.1425912857056,18915,20
67,"Okanagan Skaha",2017,"07","427",430.6826,0.287611233694208,436.5,107.1576,365.4176,226.9209,13.1425912857056,18915,20
67,"Okanagan Skaha",2018,"04","425",456.4717,0.413762061299731,477,126.5759,361.6057,229.2767,10.6810829162598,39450,36
67,"Okanagan Skaha",2018,"07","422",431.6849,0.323983873920237,448,115.771,356.6422,231.6248,10.6810829162598,39450,36
67,"Okanagan Skaha",2019,"04","373",437.3674,0.301491985556115,471,166.5278,366.7404,234.2583,4.15499591827393,3348,8
