"SCHOOL_DISTRICT_NUMBER","year","month","SCHOOL_DISTRICT_NAME","burned_ha_50km","fire_count_50km"
82,2021,6,"Coast Mountains",0,0
82,2021,7,"Coast Mountains",85,1
82,2021,8,"Coast Mountains",0,0
82,2021,9,"Coast Mountains",0,0
82,2022,5,"Coast Mountains",0,0
82,2022,6,"Coast Mountains",9,2
82,2022,7,"Coast Mountains",9,2
82,2022,8,"Coast Mountains",459,9
82,2022,9,"Coast Mountains",0,0
82,2023,5,"Coast Mountains",19,3
82,2023,6,"Coast Mountains",14082,4
82,2023,7,"Coast Mountains",18759,35
82,2023,8,"Coast Mountains",894,6
82,2023,9,"Coast Mountains",12,1
82,2024,5,"Coast Mountains",0,0
82,2024,6,"Coast Mountains",4,3
82,2024,7,"Coast Mountains",60804,6
82,2024,8,"Coast Mountains",3925,7
82,2024,9,"Coast Mountains",0,0
83,2017,5,"Okanagan-Shuswap",6,2
83,2017,6,"Okanagan-Shuswap",4,2
83,2017,7,"Okanagan-Shuswap",1452,18
83,2017,8,"Okanagan-Shuswap",218,6
83,2017,9,"Okanagan-Shuswap",1,1
83,2018,5,"Okanagan-Shuswap",6,2
83,2018,6,"Okanagan-Shuswap",0,0
83,2018,7,"Okanagan-Shuswap",6017,38
83,2018,8,"Okanagan-Shuswap",4227,42
83,2018,9,"Okanagan-Shuswap",0,0
83,2019,5,"Okanagan-Shuswap",22,1
83,2019,6,"Okanagan-Shuswap",7,3
83,2019,7,"Okanagan-Shuswap",0,0
83,2019,8,"Okanagan-Shuswap",0,0
83,2019,9,"Okanagan-Shuswap",5,1
83,2020,5,"Okanagan-Shuswap",4,2
83,2020,6,"Okanagan-Shuswap",0,0
83,2020,7,"Okanagan-Shuswap",0,0
83,2020,8,"Okanagan-Shuswap",91,7
83,2020,9,"Okanagan-Shuswap",27,1
83,2021,5,"Okanagan-Shuswap",1,1
83,2021,6,"Okanagan-Shuswap",87940,7
83,2021,7,"Okanagan-Shuswap",118196,61
83,2021,8,"Okanagan-Shuswap",347,11
83,2021,9,"Okanagan-Shuswap",9,2
83,2022,5,"Okanagan-Shuswap",0,1
83,2022,6,"Okanagan-Shuswap",0,0
83,2022,7,"Okanagan-Shuswap",593,11
83,2022,8,"Okanagan-Shuswap",1976,26
83,2022,9,"Okanagan-Shuswap",421,3
83,2023,5,"Okanagan-Shuswap",1022,6
83,2023,6,"Okanagan-Shuswap",3,1
83,2023,7,"Okanagan-Shuswap",60631,27
83,2023,8,"Okanagan-Shuswap",54,13
83,2023,9,"Okanagan-Shuswap",3,1
83,2024,5,"Okanagan-Shuswap",14,1
83,2024,6,"Okanagan-Shuswap",463,1
83,2024,7,"Okanagan-Shuswap",5169,40
83,2024,8,"Okanagan-Shuswap",1099,10
83,2024,9,"Okanagan-Shuswap",0,0
84,2017,5,"Vancouver Island West",0,0
84,2017,6,"Vancouver Island West",1,1
84,2017,7,"Vancouver Island West",9,2
84,2017,8,"Vancouver Island West",86,2
84,2017,9,"Vancouver Island West",0,0
84,2018,5,"Vancouver Island West",34,1
84,2018,6,"Vancouver Island West",3,1
84,2018,7,"Vancouver Island West",0,0
84,2018,8,"Vancouver Island West",5175,29
84,2018,9,"Vancouver Island West",0,0
84,2019,5,"Vancouver Island West",24,2
84,2019,6,"Vancouver Island West",2,1
84,2019,7,"Vancouver Island West",0,0
84,2019,8,"Vancouver Island West",0,1
84,2019,9,"Vancouver Island West",0,0
84,2020,5,"Vancouver Island West",0,0
84,2020,6,"Vancouver Island West",0,0
84,2020,7,"Vancouver Island West",0,0
84,2020,8,"Vancouver Island West",0,0
84,2020,9,"Vancouver Island West",0,0
84,2021,5,"Vancouver Island West",0,0
84,2021,6,"Vancouver Island West",0,0
84,2021,7,"Vancouver Island West",0,0
84,2021,8,"Vancouver Island West",0,0
84,2021,9,"Vancouver Island West",0,0
84,2022,5,"Vancouver Island West",0,0
84,2022,6,"Vancouver Island West",0,0
84,2022,7,"Vancouver Island West",0,0
84,2022,8,"Vancouver Island West",540,4
84,2022,9,"Vancouver Island West",450,3
84,2023,5,"Vancouver Island West",231,2
84,2023,6,"Vancouver Island West",11,2
84,2023,7,"Vancouver Island West",124,2
84,2023,8,"Vancouver Island West",1950,9
84,2023,9,"Vancouver Island West",14,1
84,2024,5,"Vancouver Island West",0,0
84,2024,6,"Vancouver Island West",0,0
84,2024,7,"Vancouver Island West",0,0
84,2024,8,"Vancouver Island West",0,0
84,2024,9,"Vancouver Island West",0,0
85,2017,5,"Vancouver Island North",0,0
85,2017,6,"Vancouver Island North",0,0
85,2017,7,"Vancouver Island North",31288,4
85,2017,8,"Vancouver Island North",85,1
85,2017,9,"Vancouver Island North",0,0
85,2018,5,"Vancouver Island North",35,2
85,2018,6,"Vancouver Island North",95,2
85,2018,7,"Vancouver Island North",8887,1
85,2018,8,"Vancouver Island North",27055,38
85,2018,9,"Vancouver Island North",0,0
85,2019,5,"Vancouver Island North",21,1
85,2019,6,"Vancouver Island North",0,0
85,2019,7,"Vancouver Island North",7,2
85,2019,8,"Vancouver Island North",0,1
85,2019,9,"Vancouver Island North",0,0
85,2020,5,"Vancouver Island North",0,0
85,2020,6,"Vancouver Island North",0,0
85,2020,7,"Vancouver Island North",3,1
85,2020,8,"Vancouver Island North",0,0
85,2020,9,"Vancouver Island North",0,0
85,2021,5,"Vancouver Island North",12,1
85,2021,6,"Vancouver Island North",0,0
85,2021,7,"Vancouver Island North",8563,3
85,2021,8,"Vancouver Island North",12,1
85,2021,9,"Vancouver Island North",0,0
85,2022,5,"Vancouver Island North",0,0
85,2022,6,"Vancouver Island North",230,1
85,2022,7,"Vancouver Island North",90,1
85,2022,8,"Vancouver Island North",534,6
85,2022,9,"Vancouver Island North",622,4
85,2023,5,"Vancouver Island North",236,3
85,2023,6,"Vancouver Island North",12,3
85,2023,7,"Vancouver Island North",8812,13
85,2023,8,"Vancouver Island North",17444,15
85,2023,9,"Vancouver Island North",0,0
85,2024,5,"Vancouver Island North",0,0
85,2024,6,"Vancouver Island North",0,0
85,2024,7,"Vancouver Island North",0,0
85,2024,8,"Vancouver Island North",0,0
85,2024,9,"Vancouver Island North",0,0
87,2017,5,"Stikine",0,0
87,2017,6,"Stikine",0,0
87,2017,7,"Stikine",0,0
87,2017,8,"Stikine",15,1
87,2017,9,"Stikine",174,1
87,2018,5,"Stikine",447,4
87,2018,6,"Stikine",0,0
87,2018,7,"Stikine",65490,8
87,2018,8,"Stikine",214009,14
87,2018,9,"Stikine",0,0
87,2019,5,"Stikine",2201,4
87,2019,6,"Stikine",0,0
87,2019,7,"Stikine",1836,9
87,2019,8,"Stikine",4959,2
87,2019,9,"Stikine",0,0
87,2020,5,"Stikine",0,0
87,2020,6,"Stikine",0,0
87,2020,7,"Stikine",0,0
87,2020,8,"Stikine",0,0
87,2020,9,"Stikine",0,0
87,2021,5,"Stikine",0,0
87,2021,6,"Stikine",90,1
87,2021,7,"Stikine",15168,3
87,2021,8,"Stikine",0,0
87,2021,9,"Stikine",6,1
87,2022,5,"Stikine",0,0
87,2022,6,"Stikine",12940,9
87,2022,7,"Stikine",1125,13
87,2022,8,"Stikine",5,1
87,2022,9,"Stikine",2592,2
87,2023,5,"Stikine",21787,1
87,2023,6,"Stikine",51291,10
87,2023,7,"Stikine",51931,8
87,2023,8,"Stikine",11211,4
87,2023,9,"Stikine",1260,2
87,2024,5,"Stikine",0,0
87,2024,6,"Stikine",5,1
87,2024,7,"Stikine",17013,8
87,2024,8,"Stikine",0,0
87,2024,9,"Stikine",0,0
91,2017,5,"Nechako Lakes",158,3
91,2017,6,"Nechako Lakes",121,6
91,2017,7,"Nechako Lakes",446007,30
91,2017,8,"Nechako Lakes",52,4
91,2017,9,"Nechako Lakes",0,0
91,2018,5,"Nechako Lakes",438,9
91,2018,6,"Nechako Lakes",3654,27
91,2018,7,"Nechako Lakes",317220,34
91,2018,8,"Nechako Lakes",182483,28
91,2018,9,"Nechako Lakes",27,4
91,2019,5,"Nechako Lakes",343,6
91,2019,6,"Nechako Lakes",14,4
91,2019,7,"Nechako Lakes",35,2
91,2019,8,"Nechako Lakes",0,0
91,2019,9,"Nechako Lakes",0,0
91,2020,5,"Nechako Lakes",17,3
91,2020,6,"Nechako Lakes",0,0
91,2020,7,"Nechako Lakes",0,0
91,2020,8,"Nechako Lakes",6,1
91,2020,9,"Nechako Lakes",0,0
91,2021,5,"Nechako Lakes",4,1
91,2021,6,"Nechako Lakes",73224,10
91,2021,7,"Nechako Lakes",40971,21
91,2021,8,"Nechako Lakes",283,12
91,2021,9,"Nechako Lakes",0,0
91,2022,5,"Nechako Lakes",2,1
91,2022,6,"Nechako Lakes",6,3
91,2022,7,"Nechako Lakes",712,3
91,2022,8,"Nechako Lakes",524,18
91,2022,9,"Nechako Lakes",36,2
91,2023,5,"Nechako Lakes",288,13
91,2023,6,"Nechako Lakes",195431,20
91,2023,7,"Nechako Lakes",267793,107
91,2023,8,"Nechako Lakes",2762,18
91,2023,9,"Nechako Lakes",35,3
91,2024,5,"Nechako Lakes",72,4
91,2024,6,"Nechako Lakes",43,5
91,2024,7,"Nechako Lakes",95605,19
91,2024,8,"Nechako Lakes",5482,18
91,2024,9,"Nechako Lakes",0,0
92,2017,5,"Nisgaa",0,0
92,2017,6,"Nisgaa",0,0
92,2017,7,"Nisgaa",0,0
92,2017,8,"Nisgaa",0,0
92,2017,9,"Nisgaa",0,0
92,2018,5,"Nisgaa",77,2
92,2018,6,"Nisgaa",2,1
92,2018,7,"Nisgaa",12,1
92,2018,8,"Nisgaa",357,1
92,2018,9,"Nisgaa",0,0
92,2019,5,"Nisgaa",0,0
92,2019,6,"Nisgaa",1,1
92,2019,7,"Nisgaa",0,0
92,2019,8,"Nisgaa",0,0
92,2019,9,"Nisgaa",0,0
92,2020,5,"Nisgaa",0,0
92,2020,6,"Nisgaa",0,0
92,2020,7,"Nisgaa",0,0
92,2020,8,"Nisgaa",0,0
92,2020,9,"Nisgaa",0,0
92,2021,5,"Nisgaa",0,0
92,2021,6,"Nisgaa",0,0
92,2021,7,"Nisgaa",0,0
92,2021,8,"Nisgaa",0,0
92,2021,9,"Nisgaa",0,0
92,2022,5,"Nisgaa",0,0
92,2022,6,"Nisgaa",0,0
92,2022,7,"Nisgaa",8,1
92,2022,8,"Nisgaa",55,2
92,2022,9,"Nisgaa",0,0
92,2023,5,"Nisgaa",0,0
92,2023,6,"Nisgaa",0,0
92,2023,7,"Nisgaa",402,7
92,2023,8,"Nisgaa",10,1
92,2023,9,"Nisgaa",0,0
92,2024,5,"Nisgaa",0,0
92,2024,6,"Nisgaa",4,2
92,2024,7,"Nisgaa",228,2
92,2024,8,"Nisgaa",0,0
92,2024,9,"Nisgaa",0,0
