"SCHOOL_DISTRICT_NUMBER","SCHOOL_DISTRICT_NAME","year","GRADE","NUMBER_WRITERS","AVG_SCORE","MEDIAN_SCORE","STDEV_SCORE","pm25","burned_ha_75km","fire_count_75km","AVG_SCORE_Z"
62,"Sooke",2019,"07","251",131.2373,0,203.5083,3.4563768863678,22,3,-0.969473248327015
63,"Saanich",2019,"07","300",264.0038,342,243.476,3.85704131126404,3,1,-0.399761415885153
64,"Gulf Islands",2019,"07","124",443.197,467.5,143.0449,4.03773159980774,20,4,0.369171156210374
67,"Okanagan Skaha",2019,"07","435",432.5774,447,120.6615,4.15499591827393,3366,14,0.323601590274694
68,"Nanaimo-Ladysmith",2019,"07","873",329.8029,400,217.9548,3.56175084114075,49,9,-0.117412134748532
69,"Qualicum",2019,"07","297",413.7424,447,165.8731,3.52609553337097,48,9,0.242779075829841
70,"Pacific Rim",2019,"07","276",407.6849,416.5,138.9176,3.37996120452881,61,9,0.21678585144706
71,"Comox Valley",2019,"07","553",364.5531,419.5,194.8685,3.31703343391418,82,10,0.0317037952467692
72,"Campbell River",2019,"07","377",374.6575,405,178.3159,2.86876411437988,72,12,0.0750625961470382
73,"Kamloops-Thompson",2019,"07","1111",421.7885,449,152.6614,4.26193056106567,405,23,0.277305544291467
74,"Gold Trail",2019,"07","88",393.3222,386,98.5297,3.53583498001099,322,21,0.155154339463143
75,"Mission",2019,"07","337",308.2341,370,200.4427,5.2213719367981,21,4,-0.209965606984164
78,"Fraser-Cascade",2019,"07","78",224.3429,290.5,212.0592,4.67412056922913,60,13,-0.569949558340467
79,"Cowichan Valley",2019,"07","392",235.8613,282,209.5888,3.42672433853149,49,9,-0.520523168620181
81,"Fort Nelson",2019,"07","54",530.463,523.5,61.9619,7.0843638420105,7627,19,0.743636648408116
82,"Coast Mountains",2019,"07","226",274.2564,328.5,187.3415,4.30035929679871,510,12,-0.355766676750708
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2019,"07","457",384.1566,424.5,173.249,4.42969074249268,35,7,0.11582400559557
84,"Vancouver Island West",2019,"07","15",302.6667,335,157.2555,3.43424263000488,43,5,-0.23385577246971
85,"Vancouver Island North",2019,"07","87",457.3656,475,145.332,3.28493962287903,54,7,0.42996976933293
87,"Stikine",2019,"07","Msk",NA,NA,NA,6.63691244125366,8996,15,NA
91,"Nechako Lakes",2019,"07","223",328.75,384,201.7088,4.64719920158386,414,17,-0.121930214146407
92,"Nisga'a",2019,"07","24",231.0968,270,136.8097,3.91974959373474,12,2,-0.540968025008421
5,"Southeast Kootenay",2020,"04","335",377.9519,437,202.4505,6.66846604347229,8323,9,0.154215009618038
6,"Rocky Mountain",2020,"04","227",463.7647,484,132.0698,5.47951946258545,9665,20,0.49006475297396
8,"Kootenay Lake",2020,"04","249",328.7547,418,248.2504,6.74480419158936,9623,18,-0.0383304730352491
10,"Arrow Lakes",2020,"04","24",359.0857,456,263.5844,6.31125683784485,9746,20,0.0803774419346442
19,"Revelstoke",2020,"04","77",453.3176,489,171.8003,4.79527943134308,146,11,0.449177427845149
20,"Kootenay-Columbia",2020,"04","309",424.3138,447,171.5709,7.39576601982117,2455,9,0.335663840287739
22,"Vernon",2020,"04","563",419.1448,474,193.3401,6.28643374443054,3488,25,0.315433672720584
23,"Central Okanagan",2020,"04","1362",375.101,451,225.3765,6.58173656463623,2204,17,0.143057303153112
27,"Cariboo-Chilcotin",2020,"04","294",399.7339,439,188.3108,4.40085453987122,524,11,0.239464286063728
28,"Quesnel",2020,"04","144",287.4154,342,196.8425,4.16501796245575,7,1,-0.20012210896268
33,"Chilliwack",2020,"04","881",423.6521,469,200.5242,5.0623993396759,68,5,0.333074112704224
34,"Abbotsford",2020,"04","1294",398.3427,447,189.9266,6.85732436180115,18,3,0.234019478727797
35,"Langley",2020,"04","1342",392.9239,465,222.6131,6.85137181282043,18,3,0.212811656709437
36,"Surrey",2020,"04","2192",188.7853,0,242.2226,7.21777720451355,23,6,-0.586135544862324
37,"Delta",2020,"04","559",247.3234,200,256.1097,7.22393598556519,36,8,-0.357032126007056
38,"Richmond",2020,"04","837",316.6612,430,272.7383,7.56814336776733,36,8,-0.0856613941947363
39,"Vancouver",2020,"04","1590",229.4263,0,271.1474,7.4618408203125,28,5,-0.427076879724629
40,"New Westminster",2020,"04","372",358.5669,458,249.3016,7.73994045257568,2,1,0.0783469890552014
41,"Burnaby",2020,"04","928",271.6822,275,278.6225,7.12796688079834,3,2,-0.261697901643579
42,"Maple Ridge-Pitt Meadows",2020,"04","352",150.6423,0,225.5462,5.68544611930847,495,8,-0.735417665487976
43,"Coquitlam",2020,"04","1509",341.7477,439,249.0795,5.71240839958191,402,5,0.0125208651733107
44,"North Vancouver",2020,"04","919",409.9974,488,228.0163,5.15085787773132,16,4,0.27963304691215
45,"West Vancouver",2020,"04","435",508.6518,593,234.6401,6.30392985343933,26,4,0.665741586907727
46,"Sunshine Coast",2020,"04","200",397.7961,470,224.4773,5.44164276123047,890,11,0.231880223631607
47,"qathet",2020,"04","130",235.5898,257,249.6271,4.62829284667969,506,9,-0.402954488972034
48,"Sea to Sky",2020,"04","371",397.7923,454,196.3254,5.13744540214539,940,16,0.231865351386152
49,"Central Coast",2020,"04","Msk",NA,NA,NA,3.40966792106628,0,0,NA
50,"Haida Gwaii",2020,"04","27",343.4857,377,227.5383,4.24059028625488,0,0,0.0193229605944202
51,"Boundary",2020,"04","53",254.6452,350,231.5486,7.10932335853577,3387,14,-0.328376440014951
52,"Prince Rupert",2020,"04","69",276.4912,336.5,242.0654,3.49926948547363,40,1,-0.242876683645814
53,"Okanagan Similkameen",2020,"04","185",418.239,445,166.938,7.41812391281128,2165,11,0.311888599054047
54,"Bulkley Valley",2020,"04","113",392.9259,431,201.7982,3.04405665397644,46,2,0.212819484207045
57,"Prince George",2020,"04","808",379.1373,428,191.8916,4.05429217815399,39,7,0.158854367450134
58,"Nicola-Similkameen",2020,"04","134",394.0769,436,189.0861,5.66639928817749,2276,26,0.217324209080289
59,"Peace River South",2020,"04","262",413.3299,454,165.5216,3.15788865089417,61,5,0.292675614801015
60,"Peace River North",2020,"04","408",421.0304,465.5,176.8828,2.96174895763397,58,4,0.322813437465143
61,"Greater Victoria",2020,"04","816",274.3896,351.5,262.9452,6.84229426383972,19,7,-0.251101818132007
62,"Sooke",2020,"04","244",148.6529,0,235.5334,5.84179840087891,36,8,-0.743203677358376
63,"Saanich",2020,"04","319",337.0454,451,256.5121,6.75709671974182,36,8,-0.00588275582708282
64,"Gulf Islands",2020,"04","92",490.9388,519,153.0576,6.75840516090393,36,8,0.596417354344946
67,"Okanagan Skaha",2020,"04","329",442.0457,488.5,179.7906,7.50793719291687,2199,15,0.405062042702913
68,"Nanaimo-Ladysmith",2020,"04","633",254.0267,306.5,244.8778,5.49109053611755,36,8,-0.330797093650138
69,"Qualicum",2020,"04","169",243.1873,249,250.4127,5.35872554779053,24,3,-0.373219782434704
70,"Pacific Rim",2020,"04","215",348.2362,406,201.0687,4.32616782188416,33,6,0.0379152242871596
71,"Comox Valley",2020,"04","566",347.8603,432.5,229.8582,4.16919522285461,24,3,0.0364440461117884
72,"Campbell River",2020,"04","369",391.2706,436,192.8835,3.97412047386169,482,6,0.206341055812015
73,"Kamloops-Thompson",2020,"04","987",417.9798,469,185.4333,5.45293869972229,204,23,0.310874155364086
74,"Gold Trail",2020,"04","65",422.1857,439.5,156.5254,5.00846428871155,1060,25,0.327334991458243
75,"Mission",2020,"04","249",225.4912,0,241.5555,5.77052311897278,497,9,-0.4424778726427
78,"Fraser-Cascade",2020,"04","50",172.6815,0,235.0985,5.37818746566772,632,20,-0.649161772849933
79,"Cowichan Valley",2020,"04","481",343.2122,422,215.2337,5.2684467792511,36,8,0.0182525502965643
81,"Fort Nelson",2020,"04","47",553.4808,596,193.0596,3.20673456192017,8,2,0.841191032035991
82,"Coast Mountains",2020,"04","167",278.1513,375,231.9172,2.87367806434631,46,2,-0.236379469256525
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2020,"04","434",424.39,456,165.1134,6.43250985145569,178,16,0.335962067946593
84,"Vancouver Island West",2020,"04","24",299.2667,347.5,173.6495,3.6105131149292,0,0,-0.153739097763488
85,"Vancouver Island North",2020,"04","87",464.8889,466,129.1659,3.62041273117065,384,2,0.49446458937926
87,"Stikine",2020,"04","Msk",NA,NA,NA,2.5269905090332,0,0,NA
91,"Nechako Lakes",2020,"04","162",288.0082,352,225.5766,3.13463582992554,62,5,-0.197802038671752
92,"Nisga'a",2020,"04","Msk",139.2381,0,213.0251,2.78466057777405,0,0,-0.780050839596962
5,"Southeast Kootenay",2020,"07","359",334.7024,404,199.6314,6.66846604347229,8323,9,0.0635129222843593
6,"Rocky Mountain",2020,"07","283",462.4007,489.5,147.7552,5.47951946258545,9665,20,0.566386269366493
8,"Kootenay Lake",2020,"07","297",344.5305,413,221.5491,6.74480419158936,9623,18,0.102215783187425
10,"Arrow Lakes",2020,"07","25",331.5263,443,252.9637,6.31125683784485,9746,20,0.0510055041145984
19,"Revelstoke",2020,"07","57",457.619,490,177.8365,4.79527943134308,146,11,0.54755603056345
20,"Kootenay-Columbia",2020,"07","267",408.7492,439,171.1579,7.39576601982117,2455,9,0.355107737224898
22,"Vernon",2020,"07","586",417.1157,469,187.3899,6.28643374443054,3488,25,0.388054846609773
23,"Central Okanagan",2020,"07","1276",304.6494,385,223.5066,6.58173656463623,2204,17,-0.0548351896314562
27,"Cariboo-Chilcotin",2020,"07","295",353.361,418.5,203.8826,4.40085453987122,524,11,0.136990115276488
28,"Quesnel",2020,"07","100",162.6033,0,205.1952,4.16501796245575,7,1,-0.614209885668628
33,"Chilliwack",2020,"07","838",335.6097,402,207.5783,5.0623993396759,68,5,0.067085851507439
34,"Abbotsford",2020,"07","1220",398.1094,448,194.5105,6.85732436180115,18,3,0.313208417983494
35,"Langley",2020,"07","1264",370.1187,437,216.9065,6.85137181282043,18,3,0.202981602151397
36,"Surrey",2020,"07","2388",193.9284,0,246.868,7.21777720451355,23,6,-0.490852269438164
37,"Delta",2020,"07","507",207.0763,0,250.8018,7.22393598556519,36,8,-0.439076102644235
38,"Richmond",2020,"07","994",362.426,470,270.6183,7.56814336776733,36,8,0.172687903667559
39,"Vancouver",2020,"07","1426",201.5444,0,265.8623,7.4618408203125,28,5,-0.460860614017712
40,"New Westminster",2020,"07","298",290.2281,371,249.2743,7.73994045257568,2,1,-0.111625980113989
41,"Burnaby",2020,"07","981",288.6139,378,277.6875,7.12796688079834,3,2,-0.117982667374978
42,"Maple Ridge-Pitt Meadows",2020,"07","304",117.2279,0,203.7977,5.68544611930847,495,8,-0.792897301814267
43,"Coquitlam",2020,"07","1560",314.8195,409,249.8802,5.71240839958191,402,5,-0.0147855395800459
44,"North Vancouver",2020,"07","1031",424.6419,493,218.6448,5.15085787773132,16,4,0.417692871429286
45,"West Vancouver",2020,"07","482",538.4831,586.5,195.6021,6.30392985343933,26,4,0.86599723632566
46,"Sunshine Coast",2020,"07","214",392.0655,464,225.4118,5.44164276123047,890,11,0.289407660867466
47,"qathet",2020,"07","105",217.9692,0,248.1504,4.62829284667969,506,9,-0.396180080673458
48,"Sea to Sky",2020,"07","368",382.9251,426,178.9692,5.13744540214539,940,16,0.253412948786964
49,"Central Coast",2020,"07","Msk",235.2069,312,226.4664,3.40966792106628,0,0,-0.328298363414906
50,"Haida Gwaii",2020,"07","22",241.4474,242.5,222.6565,4.24059028625488,0,0,-0.303723399437578
51,"Boundary",2020,"07","68",314.6598,400,215.991,7.10932335853577,3387,14,-0.0154144349806034
52,"Prince Rupert",2020,"07","91",275.9868,333,245.4568,3.49926948547363,40,1,-0.167707934202655
53,"Okanagan Similkameen",2020,"07","177",423.1421,456,168.113,7.41812391281128,2165,11,0.411786689076398
54,"Bulkley Valley",2020,"07","119",411.1319,464,209.5288,3.04405665397644,46,2,0.364490762089697
57,"Prince George",2020,"07","859",368.2069,410.5,180.2828,4.05429217815399,39,7,0.19545297205255
58,"Nicola-Similkameen",2020,"07","127",390.5267,424,197.5499,5.66639928817749,2276,26,0.283347897295907
59,"Peace River South",2020,"07","232",395.0372,436,177.1328,3.15788865089417,61,5,0.301110155932193
60,"Peace River North",2020,"07","393",381.0526,429,193.1799,2.96174895763397,58,4,0.246039081300778
61,"Greater Victoria",2020,"07","839",269.9135,338,245.7806,6.84229426383972,19,7,-0.191624467929682
62,"Sooke",2020,"07","211",108.5345,0,198.7285,5.84179840087891,36,8,-0.827131736850002
63,"Saanich",2020,"07","244",207.9642,0,253.5267,6.75709671974182,36,8,-0.435579570232494
64,"Gulf Islands",2020,"07","120",465.6614,489,141.2613,6.75840516090393,36,8,0.579226840641371
67,"Okanagan Skaha",2020,"07","394",407.1933,447,167.7535,7.50793719291687,2199,15,0.348980634195922
68,"Nanaimo-Ladysmith",2020,"07","550",214.7444,0,239.1626,5.49109053611755,36,8,-0.408879278467559
69,"Qualicum",2020,"07","186",257.9577,291,256.3195,5.35872554779053,24,3,-0.238706168806237
70,"Pacific Rim",2020,"07","215",355.5358,411,191.3295,4.32616782188416,33,6,0.145554434106372
71,"Comox Valley",2020,"07","548",343.1649,429,236.4483,4.16919522285461,24,3,0.0968380777459633
72,"Campbell River",2020,"07","356",338.713,401,201.2819,3.97412047386169,482,6,0.079306584735681
73,"Kamloops-Thompson",2020,"07","873",370.9332,450.5,221.6222,5.45293869972229,204,23,0.20618908683364
74,"Gold Trail",2020,"07","86",406.4457,430,142.7078,5.00846428871155,1060,25,0.346036600373399
75,"Mission",2020,"07","199",177.7614,0,218.6122,5.77052311897278,497,9,-0.554517591547205
78,"Fraser-Cascade",2020,"07","65",189.517,0,223.0345,5.37818746566772,632,20,-0.508224274259827
79,"Cowichan Valley",2020,"07","461",313.6783,376,209.7195,5.2684467792511,36,8,-0.0192795623171547
81,"Fort Nelson",2020,"07","55",491.6333,530,160.713,3.20673456192017,8,2,0.681503662518267
82,"Coast Mountains",2020,"07","150",199.6187,234,209.1853,2.87367806434631,46,2,-0.468443982038086
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2020,"07","447",398.4739,444,175.5683,6.43250985145569,178,16,0.314643811681073
84,"Vancouver Island West",2020,"07","19",300.4583,339.5,188.9955,3.6105131149292,0,0,-0.0713396574666265
85,"Vancouver Island North",2020,"07","86",405.8454,445,166.6469,3.62041273117065,384,2,0.343672630999857
87,"Stikine",2020,"07","Msk",183.4167,113,213.4962,2.5269905090332,0,0,-0.532247133445933
91,"Nechako Lakes",2020,"07","190",272.4395,347,235.0759,3.13463582992554,62,5,-0.181677130535766
92,"Nisga'a",2020,"07","22",223.9143,291,183.5971,2.78466057777405,0,0,-0.372768395978062
5,"Southeast Kootenay",2021,"04","324",435.2463,428.1828,96.2244,10.5459211349487,17125,21,-0.489996863607811
6,"Rocky Mountain",2021,"04","270",463.0957,462.1443,89.6347,12.7074829101562,40884,86,-0.242555955280201
8,"Kootenay Lake",2021,"04","254",466.8597,475.6148,102.9993,15.547477722168,84386,78,-0.209112951878148
10,"Arrow Lakes",2021,"04","24",465.0215,468.8816,90.1754,15.6980261325836,163526,77,-0.225445292168704
19,"Revelstoke",2021,"04","72",470.855,469.0495,101.0485,14.5482980251312,55899,90,-0.173614856370119
20,"Kootenay-Columbia",2021,"04","295",462.7544,454.1222,90.2479,18.5052814006805,65348,33,-0.245588393394208
22,"Vernon",2021,"04","593",467.2585,466.5616,96.5564,15.7710395812988,237780,99,-0.205569628350853
23,"Central Okanagan",2021,"04","1345",479.1913,478.3028,97.4213,14.0080027580261,314647,75,-0.0995471333997337
27,"Cariboo-Chilcotin",2021,"04","337",434.4568,432.6137,95.2162,7.22318887710571,370982,119,-0.497011542456355
28,"Quesnel",2021,"04","137",368.9325,358.4071,98.0787,7.10367321968079,82550,63,-1.07919257003795
33,"Chilliwack",2021,"04","941",462.3749,452.6023,98.4667,5.7961790561676,32131,12,-0.248960237121911
34,"Abbotsford",2021,"04","1387",437.4286,433.7257,95.6946,5.97451548576355,750,5,-0.470607207304862
35,"Langley",2021,"04","1504",479.9947,478.4736,100.1689,6.03630766868591,692,3,-0.0924089535556292
36,"Surrey",2021,"04","2457",468.2902,465.4126,113.7482,5.8761908531189,314,3,-0.1964030112919
37,"Delta",2021,"04","664",476.4079,476.6128,107.9499,6.01435718536377,93,3,-0.124277541388383
38,"Richmond",2021,"04","1313",514.0877,522.0552,103.8051,5.80526304244995,93,3,0.210506114187777
39,"Vancouver",2021,"04","1677",507.8076,519.2368,109.9715,5.40596942901611,102,4,0.154707653596589
40,"New Westminster",2021,"04","395",493.6009,494.8534,98.4209,5.79838089942932,91,2,0.0284816396667428
41,"Burnaby",2021,"04","1036",517.2111,524.4843,110.0445,5.69442882537842,100,3,0.238257409837609
42,"Maple Ridge-Pitt Meadows",2021,"04","340",447.2774,452.7311,91.6267,4.79752912521362,1356,9,-0.383100976724061
43,"Coquitlam",2021,"04","1700",489.4091,486.5691,102.1352,4.56555519104004,967,7,-0.00876235121017645
44,"North Vancouver",2021,"04","1119",494.7839,508.8632,113.5573,4.25302891731262,325,5,0.0389925517349224
45,"West Vancouver",2021,"04","437",574.6272,583.563,90.4433,4.32778949737549,102,4,0.748397374670923
46,"Sunshine Coast",2021,"04","234",494.1204,492.3165,82.9684,4.26075830459595,113,7,0.0330973783137583
47,"qathet",2021,"04","145",496.7918,489.0144,128.3093,3.98186860084534,123,7,0.0568326703669579
48,"Sea to Sky",2021,"04","367",484.9804,489.3962,104.2563,4.79447431564331,124909,22,-0.0481111899898449
49,"Central Coast",2021,"04","Msk",438.908,376.2628,145.1411,3.09833183288574,29566,10,-0.457462791993226
50,"Haida Gwaii",2021,"04","27",407.7019,380.3944,109.0389,2.95845508575439,2,1,-0.734727858004064
51,"Boundary",2021,"04","93",466.6545,461.0207,92.1313,15.2406962871552,145663,51,-0.21093614643131
52,"Prince Rupert",2021,"04","107",409.2819,394.2437,118.5587,2.69475197792053,6,2,-0.720689615343266
53,"Okanagan Similkameen",2021,"04","158",459.15,446.2524,86.3511,15.9444799900055,141837,37,-0.277613356588245
54,"Bulkley Valley",2021,"04","127",480.1448,481.6485,99.2461,3.25132393836975,20128,6,-0.0910753205028538
57,"Prince George",2021,"04","879",440.016,437.2239,100.5037,6.93570141792297,91708,95,-0.447618252203249
58,"Nicola-Similkameen",2021,"04","140",397.3262,397.96,85.5753,12.0246702671051,358087,79,-0.82691557596333
59,"Peace River South",2021,"04","244",437.4967,427.0513,99.9394,5.90595555305481,14633,29,-0.470002141276254
60,"Peace River North",2021,"04","442",472.8611,470.8335,101.2167,6.48635911941528,66919,30,-0.155790730672761
61,"Greater Victoria",2021,"04","900",498.769,505.2581,100.4935,4.90326528549194,91,2,0.0744000206131157
62,"Sooke",2021,"04","374",452.0505,456.4667,97.9944,4.49830951690674,93,3,-0.340692156442887
63,"Saanich",2021,"04","381",495.5902,500.5765,104.6559,4.41692023277283,91,2,0.0461564979737837
64,"Gulf Islands",2021,"04","88",526.4129,518.7283,92.2188,4.44332914352417,93,3,0.320015068898451
67,"Okanagan Skaha",2021,"04","347",479.6617,480.6551,92.7786,13.3231767177582,162307,45,-0.0953676464708482
68,"Nanaimo-Ladysmith",2021,"04","702",454.8173,457.6329,108.6085,4.26177315711975,95,4,-0.316109238851814
69,"Qualicum",2021,"04","248",455.4787,453.4449,100.7461,4.23198227882385,95,4,-0.31023272385444
70,"Pacific Rim",2021,"04","233",446.2295,440.3286,99.0561,3.56606168746948,95,4,-0.392411530195105
71,"Comox Valley",2021,"04","589",472.2783,472.5229,99.9308,3.76225433349609,72,4,-0.160968887522579
72,"Campbell River",2021,"04","369",456.2591,454.1166,95.8534,3.58294682502747,35,5,-0.303298898175651
73,"Kamloops-Thompson",2021,"04","1076",472.7219,467.3592,96.6656,16.2005412578583,487894,156,-0.157027517621104
74,"Gold Trail",2021,"04","83",399.7283,374.8282,103.4272,13.9555627346039,447297,86,-0.805573004637063
75,"Mission",2021,"04","268",454.2327,451.0375,98.8477,5.15682182312012,102910,14,-0.321303388636309
78,"Fraser-Cascade",2021,"04","43",406.1482,405.0783,98.7128,7.94433813095093,214785,33,-0.748532426119306
79,"Cowichan Valley",2021,"04","509",419.3724,419.4019,106.1395,3.8973904132843,95,4,-0.631035889033911
81,"Fort Nelson",2021,"04","39",555.0006,543.0588,86.1735,5.6731662273407,10151,20,0.574015745932685
82,"Coast Mountains",2021,"04","233",415.7547,404.6223,107.3241,2.84259734153748,89,2,-0.663179022245284
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2021,"04","465",460.116,458.5943,95.3248,18.8847627639771,271173,111,-0.269030481644998
84,"Vancouver Island West",2021,"04","15",455.8585,482.3551,102.8185,3.30010356903076,2,1,-0.306858214637623
85,"Vancouver Island North",2021,"04","63",441.1116,419.3809,88.2664,3.16599497795105,9488,7,-0.437883885963268
87,"Stikine",2021,"04","Msk",425.679,426.4647,107.4486,3.53941216468811,30725,8,-0.575001976904426
91,"Nechako Lakes",2021,"04","168",436.2736,432.0053,89.6612,4.7309681892395,120197,56,-0.480869340389179
92,"Nisga'a",2021,"04","23",355.8194,363.7825,72.1352,2.78550357818604,4,1,-1.19570198765523
5,"Southeast Kootenay",2021,"07","356",412.8137,420.5778,102.6439,10.5459211349487,17125,21,-0.518254989251316
6,"Rocky Mountain",2021,"07","284",461.8496,455.4678,99.1298,12.7074829101562,40884,86,-0.103238146825329
8,"Kootenay Lake",2021,"07","329",419.4993,424.1544,107.492,15.547477722168,84386,78,-0.461671208761447
10,"Arrow Lakes",2021,"07","30",472.2428,491.5051,88.2193,15.6980261325836,163526,77,-0.015274980110703
19,"Revelstoke",2021,"07","71",507.8901,515.9012,113.6899,14.5482980251312,55899,90,0.286427035902297
20,"Kootenay-Columbia",2021,"07","252",457.7374,466.291,106.7016,18.5052814006805,65348,33,-0.138041877549639
22,"Vernon",2021,"07","649",452.986,449.0674,98.9329,15.7710395812988,237780,99,-0.178255497063155
23,"Central Okanagan",2021,"07","1473",425.2182,432.9135,110.3477,14.0080027580261,314647,75,-0.413269123347495
27,"Cariboo-Chilcotin",2021,"07","382",429.8149,426.0136,107.8806,7.22318887710571,370982,119,-0.374364812024984
28,"Quesnel",2021,"07","89",318.9146,284.848,119.957,7.10367321968079,82550,63,-1.31297289977487
33,"Chilliwack",2021,"07","1010",438.032,439.6537,98.5211,5.7961790561676,32131,12,-0.304819134350086
34,"Abbotsford",2021,"07","1375",447.7546,450.4482,102.7584,5.97451548576355,750,5,-0.222531611286965
35,"Langley",2021,"07","1627",457.5554,456.4769,110.1524,6.03630766868591,692,3,-0.139582240127291
36,"Surrey",2021,"07","2514",467.4481,470.7868,116.5568,5.8761908531189,314,3,-0.0558550705012101
37,"Delta",2021,"07","770",455.0918,461.1319,113.6102,6.01435718536377,93,3,-0.160432994227872
38,"Richmond",2021,"07","1251",524.8271,531.8899,113.6188,5.80526304244995,93,3,0.429773854461127
39,"Vancouver",2021,"07","1662",515.2969,522.4444,113.5969,5.40596942901611,102,4,0.349114714694382
40,"New Westminster",2021,"07","380",488.509,495.6247,107.4063,5.79838089942932,91,2,0.122394502090492
41,"Burnaby",2021,"07","951",516.573,517.4585,110.8634,5.69442882537842,100,3,0.35991502615231
42,"Maple Ridge-Pitt Meadows",2021,"07","239",440.8821,444.304,100.0497,4.79752912521362,1356,9,-0.280697225654654
43,"Coquitlam",2021,"07","1691",466.4711,473.4463,118.2273,4.56555519104004,967,7,-0.0641239399427866
44,"North Vancouver",2021,"07","1081",506.7024,514.3216,111.5332,4.25302891731262,325,5,0.276374900553515
45,"West Vancouver",2021,"07","532",572.2924,575.7967,91.3827,4.32778949737549,102,4,0.831497875653808
46,"Sunshine Coast",2021,"07","221",466.4164,471.7237,99.5557,4.26075830459595,113,7,-0.0645868950691469
47,"qathet",2021,"07","154",459.609,464.512,132.3589,3.98186860084534,123,7,-0.122201533591753
48,"Sea to Sky",2021,"07","367",442.3429,443.7657,99.8961,4.79447431564331,124909,22,-0.268333700086328
49,"Central Coast",2021,"07","Msk",294.6407,288.1078,82.5637,3.09833183288574,29566,10,-1.5184157963336
50,"Haida Gwaii",2021,"07","22",448.7439,434.5057,131.563,2.95845508575439,2,1,-0.214158640418437
51,"Boundary",2021,"07","86",457.9996,444.7834,100.8501,15.2406962871552,145663,51,-0.135822739814141
52,"Prince Rupert",2021,"07","126",428.0458,420.7291,115.7186,2.69475197792053,6,2,-0.389337644091609
53,"Okanagan Similkameen",2021,"07","176",450.0991,442.068,95.9238,15.9444799900055,141837,37,-0.202688863686375
54,"Bulkley Valley",2021,"07","149",442.5767,434.0551,125.2968,3.25132393836975,20128,6,-0.266354926621189
57,"Prince George",2021,"07","940",432.4653,434.1701,101.0731,6.93570141792297,91708,95,-0.351933070399648
58,"Nicola-Similkameen",2021,"07","129",405.797,399.0149,95.48,12.0246702671051,358087,79,-0.577641044738223
59,"Peace River South",2021,"07","231",440.171,446.7264,99.2878,5.90595555305481,14633,29,-0.286715642297341
60,"Peace River North",2021,"07","448",430.1755,428.4184,108.5098,6.48635911941528,66919,30,-0.371312862873876
61,"Greater Victoria",2021,"07","782",451.5631,460.1279,116.0761,4.90326528549194,91,2,-0.19029825481998
62,"Sooke",2021,"07","249",437.0128,438.4975,115.9364,4.49830951690674,93,3,-0.313445164784941
63,"Saanich",2021,"07","278",467.0862,467.4083,104.4821,4.41692023277283,91,2,-0.0589180222421583
64,"Gulf Islands",2021,"07","111",482.0021,476.3346,77.852,4.44332914352417,93,3,0.0673231545271425
67,"Okanagan Skaha",2021,"07","443",426.1553,424.9822,92.5567,13.3231767177582,162307,45,-0.405337948778712
68,"Nanaimo-Ladysmith",2021,"07","700",441.5673,450.1607,112.0968,4.26177315711975,95,4,-0.27489801445571
69,"Qualicum",2021,"07","254",457.5602,464.8899,108.2404,4.23198227882385,95,4,-0.139541615180188
70,"Pacific Rim",2021,"07","264",434.4407,432.451,111.9325,3.56606168746948,95,4,-0.335214211960661
71,"Comox Valley",2021,"07","564",459.1865,464.9951,109.719,3.76225433349609,72,4,-0.125777375289876
72,"Campbell River",2021,"07","398",446.514,446.567,102.9243,3.58294682502747,35,5,-0.233031467406943
73,"Kamloops-Thompson",2021,"07","1129",450.4449,449.9639,104.997,16.2005412578583,487894,156,-0.199762174788835
74,"Gold Trail",2021,"07","75",450.3843,451.9272,99.4939,13.9555627346039,447297,86,-0.200275064746009
75,"Mission",2021,"07","352",389.3972,390.3834,95.1431,5.15682182312012,102910,14,-0.716441254633783
78,"Fraser-Cascade",2021,"07","85",393.9168,379.5831,95.4892,7.94433813095093,214785,33,-0.678189481524112
79,"Cowichan Valley",2021,"07","516",415.0634,420.2875,108.2706,3.8973904132843,95,4,-0.49921458435601
81,"Fort Nelson",2021,"07","67",547.1405,542.7165,65.1127,5.6731662273407,10151,20,0.618623999187501
82,"Coast Mountains",2021,"07","245",372.9776,373.154,97.0861,2.84259734153748,89,2,-0.855409042436143
83,"K̓wsaltktnéws ne Secwepemcúl’ecw",2021,"07","502",443.7163,447.5903,99.2723,18.8847627639771,271173,111,-0.256709887096501
84,"Vancouver Island West",2021,"07","11",367.1544,363.927,71.3023,3.30010356903076,2,1,-0.904693874096518
85,"Vancouver Island North",2021,"07","76",433.6252,454.8242,111.6567,3.16599497795105,9488,7,-0.342116221202837
87,"Stikine",2021,"07","Msk",327.0144,318.7346,55.977,3.53941216468811,30725,8,-1.2444199942448
91,"Nechako Lakes",2021,"07","208",415.0225,420.2903,99.5422,4.7309681892395,120197,56,-0.49956074275945
92,"Nisga'a",2021,"07","32",297.1264,292.6332,62.2084,2.78550357818604,4,1,-1.49737799820573
