"year","DISTRICT_NUMBER","DISTRICT_NAME","SUB_POPULATION","GRADE","FSA_SKILL_CODE","NUMBER_WRITERS","AVG_SCORE","MEDIAN_SCORE","STDEV_SCORE"
2019,67,"Okanagan Skaha","All Students","07","Numeracy","435",432.5774,447,120.6615
2019,68,"Nanaimo-Ladysmith","All Students","07","Numeracy","873",329.8029,400,217.9548
2019,69,"Qualicum","All Students","07","Numeracy","297",413.7424,447,165.8731
2019,70,"Pacific Rim","All Students","07","Numeracy","276",407.6849,416.5,138.9176
2019,71,"Comox Valley","All Students","07","Numeracy","553",364.5531,419.5,194.8685
2019,72,"Campbell River","All Students","07","Numeracy","377",374.6575,405,178.3159
2019,73,"Kamloops-Thompson","All Students","07","Numeracy","1111",421.7885,449,152.6614
2019,74,"Gold Trail","All Students","07","Numeracy","88",393.3222,386,98.5297
2019,75,"Mission","All Students","07","Numeracy","337",308.2341,370,200.4427
2019,78,"Fraser-Cascade","All Students","07","Numeracy","78",224.3429,290.5,212.0592
2019,79,"Cowichan Valley","All Students","07","Numeracy","392",235.8613,282,209.5888
2019,81,"Fort Nelson","All Students","07","Numeracy","54",530.463,523.5,61.9619
2019,82,"Coast Mountains","All Students","07","Numeracy","226",274.2564,328.5,187.3415
2019,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","07","Numeracy","457",384.1566,424.5,173.249
2019,84,"Vancouver Island West","All Students","07","Numeracy","15",302.6667,335,157.2555
2019,85,"Vancouver Island North","All Students","07","Numeracy","87",457.3656,475,145.332
2019,87,"Stikine","All Students","07","Numeracy","Msk",NA,NA,NA
2019,91,"Nechako Lakes","All Students","07","Numeracy","223",328.75,384,201.7088
2019,92,"Nisga'a","All Students","07","Numeracy","24",231.0968,270,136.8097
2020,5,"Southeast Kootenay","All Students","04","Numeracy","335",377.9519,437,202.4505
2020,6,"Rocky Mountain","All Students","04","Numeracy","227",463.7647,484,132.0698
2020,8,"Kootenay Lake","All Students","04","Numeracy","249",328.7547,418,248.2504
2020,10,"Arrow Lakes","All Students","04","Numeracy","24",359.0857,456,263.5844
2020,19,"Revelstoke","All Students","04","Numeracy","77",453.3176,489,171.8003
2020,20,"Kootenay-Columbia","All Students","04","Numeracy","309",424.3138,447,171.5709
2020,22,"Vernon","All Students","04","Numeracy","563",419.1448,474,193.3401
2020,23,"Central Okanagan","All Students","04","Numeracy","1362",375.101,451,225.3765
2020,27,"Cariboo-Chilcotin","All Students","04","Numeracy","294",399.7339,439,188.3108
2020,28,"Quesnel","All Students","04","Numeracy","144",287.4154,342,196.8425
2020,33,"Chilliwack","All Students","04","Numeracy","881",423.6521,469,200.5242
2020,34,"Abbotsford","All Students","04","Numeracy","1294",398.3427,447,189.9266
2020,35,"Langley","All Students","04","Numeracy","1342",392.9239,465,222.6131
2020,36,"Surrey","All Students","04","Numeracy","2192",188.7853,0,242.2226
2020,37,"Delta","All Students","04","Numeracy","559",247.3234,200,256.1097
2020,38,"Richmond","All Students","04","Numeracy","837",316.6612,430,272.7383
2020,39,"Vancouver","All Students","04","Numeracy","1590",229.4263,0,271.1474
2020,40,"New Westminster","All Students","04","Numeracy","372",358.5669,458,249.3016
2020,41,"Burnaby","All Students","04","Numeracy","928",271.6822,275,278.6225
2020,42,"Maple Ridge-Pitt Meadows","All Students","04","Numeracy","352",150.6423,0,225.5462
2020,43,"Coquitlam","All Students","04","Numeracy","1509",341.7477,439,249.0795
2020,44,"North Vancouver","All Students","04","Numeracy","919",409.9974,488,228.0163
2020,45,"West Vancouver","All Students","04","Numeracy","435",508.6518,593,234.6401
2020,46,"Sunshine Coast","All Students","04","Numeracy","200",397.7961,470,224.4773
2020,47,"qathet","All Students","04","Numeracy","130",235.5898,257,249.6271
2020,48,"Sea to Sky","All Students","04","Numeracy","371",397.7923,454,196.3254
2020,49,"Central Coast","All Students","04","Numeracy","Msk",NA,NA,NA
2020,50,"Haida Gwaii","All Students","04","Numeracy","27",343.4857,377,227.5383
2020,51,"Boundary","All Students","04","Numeracy","53",254.6452,350,231.5486
2020,52,"Prince Rupert","All Students","04","Numeracy","69",276.4912,336.5,242.0654
2020,53,"Okanagan Similkameen","All Students","04","Numeracy","185",418.239,445,166.938
2020,54,"Bulkley Valley","All Students","04","Numeracy","113",392.9259,431,201.7982
2020,57,"Prince George","All Students","04","Numeracy","808",379.1373,428,191.8916
2020,58,"Nicola-Similkameen","All Students","04","Numeracy","134",394.0769,436,189.0861
2020,59,"Peace River South","All Students","04","Numeracy","262",413.3299,454,165.5216
2020,60,"Peace River North","All Students","04","Numeracy","408",421.0304,465.5,176.8828
2020,61,"Greater Victoria","All Students","04","Numeracy","816",274.3896,351.5,262.9452
2020,62,"Sooke","All Students","04","Numeracy","244",148.6529,0,235.5334
2020,63,"Saanich","All Students","04","Numeracy","319",337.0454,451,256.5121
2020,64,"Gulf Islands","All Students","04","Numeracy","92",490.9388,519,153.0576
2020,67,"Okanagan Skaha","All Students","04","Numeracy","329",442.0457,488.5,179.7906
2020,68,"Nanaimo-Ladysmith","All Students","04","Numeracy","633",254.0267,306.5,244.8778
2020,69,"Qualicum","All Students","04","Numeracy","169",243.1873,249,250.4127
2020,70,"Pacific Rim","All Students","04","Numeracy","215",348.2362,406,201.0687
2020,71,"Comox Valley","All Students","04","Numeracy","566",347.8603,432.5,229.8582
2020,72,"Campbell River","All Students","04","Numeracy","369",391.2706,436,192.8835
2020,73,"Kamloops-Thompson","All Students","04","Numeracy","987",417.9798,469,185.4333
2020,74,"Gold Trail","All Students","04","Numeracy","65",422.1857,439.5,156.5254
2020,75,"Mission","All Students","04","Numeracy","249",225.4912,0,241.5555
2020,78,"Fraser-Cascade","All Students","04","Numeracy","50",172.6815,0,235.0985
2020,79,"Cowichan Valley","All Students","04","Numeracy","481",343.2122,422,215.2337
2020,81,"Fort Nelson","All Students","04","Numeracy","47",553.4808,596,193.0596
2020,82,"Coast Mountains","All Students","04","Numeracy","167",278.1513,375,231.9172
2020,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","04","Numeracy","434",424.39,456,165.1134
2020,84,"Vancouver Island West","All Students","04","Numeracy","24",299.2667,347.5,173.6495
2020,85,"Vancouver Island North","All Students","04","Numeracy","87",464.8889,466,129.1659
2020,87,"Stikine","All Students","04","Numeracy","Msk",NA,NA,NA
2020,91,"Nechako Lakes","All Students","04","Numeracy","162",288.0082,352,225.5766
2020,92,"Nisga'a","All Students","04","Numeracy","Msk",139.2381,0,213.0251
2020,5,"Southeast Kootenay","All Students","07","Numeracy","359",334.7024,404,199.6314
2020,6,"Rocky Mountain","All Students","07","Numeracy","283",462.4007,489.5,147.7552
2020,8,"Kootenay Lake","All Students","07","Numeracy","297",344.5305,413,221.5491
2020,10,"Arrow Lakes","All Students","07","Numeracy","25",331.5263,443,252.9637
2020,19,"Revelstoke","All Students","07","Numeracy","57",457.619,490,177.8365
2020,20,"Kootenay-Columbia","All Students","07","Numeracy","267",408.7492,439,171.1579
2020,22,"Vernon","All Students","07","Numeracy","586",417.1157,469,187.3899
2020,23,"Central Okanagan","All Students","07","Numeracy","1276",304.6494,385,223.5066
2020,27,"Cariboo-Chilcotin","All Students","07","Numeracy","295",353.361,418.5,203.8826
2020,28,"Quesnel","All Students","07","Numeracy","100",162.6033,0,205.1952
2020,33,"Chilliwack","All Students","07","Numeracy","838",335.6097,402,207.5783
2020,34,"Abbotsford","All Students","07","Numeracy","1220",398.1094,448,194.5105
2020,35,"Langley","All Students","07","Numeracy","1264",370.1187,437,216.9065
2020,36,"Surrey","All Students","07","Numeracy","2388",193.9284,0,246.868
2020,37,"Delta","All Students","07","Numeracy","507",207.0763,0,250.8018
2020,38,"Richmond","All Students","07","Numeracy","994",362.426,470,270.6183
2020,39,"Vancouver","All Students","07","Numeracy","1426",201.5444,0,265.8623
2020,40,"New Westminster","All Students","07","Numeracy","298",290.2281,371,249.2743
2020,41,"Burnaby","All Students","07","Numeracy","981",288.6139,378,277.6875
2020,42,"Maple Ridge-Pitt Meadows","All Students","07","Numeracy","304",117.2279,0,203.7977
2020,43,"Coquitlam","All Students","07","Numeracy","1560",314.8195,409,249.8802
2020,44,"North Vancouver","All Students","07","Numeracy","1031",424.6419,493,218.6448
2020,45,"West Vancouver","All Students","07","Numeracy","482",538.4831,586.5,195.6021
2020,46,"Sunshine Coast","All Students","07","Numeracy","214",392.0655,464,225.4118
2020,47,"qathet","All Students","07","Numeracy","105",217.9692,0,248.1504
2020,48,"Sea to Sky","All Students","07","Numeracy","368",382.9251,426,178.9692
2020,49,"Central Coast","All Students","07","Numeracy","Msk",235.2069,312,226.4664
2020,50,"Haida Gwaii","All Students","07","Numeracy","22",241.4474,242.5,222.6565
2020,51,"Boundary","All Students","07","Numeracy","68",314.6598,400,215.991
2020,52,"Prince Rupert","All Students","07","Numeracy","91",275.9868,333,245.4568
2020,53,"Okanagan Similkameen","All Students","07","Numeracy","177",423.1421,456,168.113
2020,54,"Bulkley Valley","All Students","07","Numeracy","119",411.1319,464,209.5288
2020,57,"Prince George","All Students","07","Numeracy","859",368.2069,410.5,180.2828
2020,58,"Nicola-Similkameen","All Students","07","Numeracy","127",390.5267,424,197.5499
2020,59,"Peace River South","All Students","07","Numeracy","232",395.0372,436,177.1328
2020,60,"Peace River North","All Students","07","Numeracy","393",381.0526,429,193.1799
2020,61,"Greater Victoria","All Students","07","Numeracy","839",269.9135,338,245.7806
2020,62,"Sooke","All Students","07","Numeracy","211",108.5345,0,198.7285
2020,63,"Saanich","All Students","07","Numeracy","244",207.9642,0,253.5267
2020,64,"Gulf Islands","All Students","07","Numeracy","120",465.6614,489,141.2613
2020,67,"Okanagan Skaha","All Students","07","Numeracy","394",407.1933,447,167.7535
2020,68,"Nanaimo-Ladysmith","All Students","07","Numeracy","550",214.7444,0,239.1626
2020,69,"Qualicum","All Students","07","Numeracy","186",257.9577,291,256.3195
2020,70,"Pacific Rim","All Students","07","Numeracy","215",355.5358,411,191.3295
2020,71,"Comox Valley","All Students","07","Numeracy","548",343.1649,429,236.4483
2020,72,"Campbell River","All Students","07","Numeracy","356",338.713,401,201.2819
2020,73,"Kamloops-Thompson","All Students","07","Numeracy","873",370.9332,450.5,221.6222
2020,74,"Gold Trail","All Students","07","Numeracy","86",406.4457,430,142.7078
2020,75,"Mission","All Students","07","Numeracy","199",177.7614,0,218.6122
2020,78,"Fraser-Cascade","All Students","07","Numeracy","65",189.517,0,223.0345
2020,79,"Cowichan Valley","All Students","07","Numeracy","461",313.6783,376,209.7195
2020,81,"Fort Nelson","All Students","07","Numeracy","55",491.6333,530,160.713
2020,82,"Coast Mountains","All Students","07","Numeracy","150",199.6187,234,209.1853
2020,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","07","Numeracy","447",398.4739,444,175.5683
2020,84,"Vancouver Island West","All Students","07","Numeracy","19",300.4583,339.5,188.9955
2020,85,"Vancouver Island North","All Students","07","Numeracy","86",405.8454,445,166.6469
2020,87,"Stikine","All Students","07","Numeracy","Msk",183.4167,113,213.4962
2020,91,"Nechako Lakes","All Students","07","Numeracy","190",272.4395,347,235.0759
2020,92,"Nisga'a","All Students","07","Numeracy","22",223.9143,291,183.5971
2021,5,"Southeast Kootenay","All Students","04","Numeracy","324",435.2463,428.1828,96.2244
2021,6,"Rocky Mountain","All Students","04","Numeracy","270",463.0957,462.1443,89.6347
2021,8,"Kootenay Lake","All Students","04","Numeracy","254",466.8597,475.6148,102.9993
2021,10,"Arrow Lakes","All Students","04","Numeracy","24",465.0215,468.8816,90.1754
2021,19,"Revelstoke","All Students","04","Numeracy","72",470.855,469.0495,101.0485
2021,20,"Kootenay-Columbia","All Students","04","Numeracy","295",462.7544,454.1222,90.2479
2021,22,"Vernon","All Students","04","Numeracy","593",467.2585,466.5616,96.5564
2021,23,"Central Okanagan","All Students","04","Numeracy","1345",479.1913,478.3028,97.4213
2021,27,"Cariboo-Chilcotin","All Students","04","Numeracy","337",434.4568,432.6137,95.2162
2021,28,"Quesnel","All Students","04","Numeracy","137",368.9325,358.4071,98.0787
2021,33,"Chilliwack","All Students","04","Numeracy","941",462.3749,452.6023,98.4667
2021,34,"Abbotsford","All Students","04","Numeracy","1387",437.4286,433.7257,95.6946
2021,35,"Langley","All Students","04","Numeracy","1504",479.9947,478.4736,100.1689
2021,36,"Surrey","All Students","04","Numeracy","2457",468.2902,465.4126,113.7482
2021,37,"Delta","All Students","04","Numeracy","664",476.4079,476.6128,107.9499
2021,38,"Richmond","All Students","04","Numeracy","1313",514.0877,522.0552,103.8051
2021,39,"Vancouver","All Students","04","Numeracy","1677",507.8076,519.2368,109.9715
2021,40,"New Westminster","All Students","04","Numeracy","395",493.6009,494.8534,98.4209
2021,41,"Burnaby","All Students","04","Numeracy","1036",517.2111,524.4843,110.0445
2021,42,"Maple Ridge-Pitt Meadows","All Students","04","Numeracy","340",447.2774,452.7311,91.6267
2021,43,"Coquitlam","All Students","04","Numeracy","1700",489.4091,486.5691,102.1352
2021,44,"North Vancouver","All Students","04","Numeracy","1119",494.7839,508.8632,113.5573
2021,45,"West Vancouver","All Students","04","Numeracy","437",574.6272,583.563,90.4433
2021,46,"Sunshine Coast","All Students","04","Numeracy","234",494.1204,492.3165,82.9684
2021,47,"qathet","All Students","04","Numeracy","145",496.7918,489.0144,128.3093
2021,48,"Sea to Sky","All Students","04","Numeracy","367",484.9804,489.3962,104.2563
2021,49,"Central Coast","All Students","04","Numeracy","Msk",438.908,376.2628,145.1411
2021,50,"Haida Gwaii","All Students","04","Numeracy","27",407.7019,380.3944,109.0389
2021,51,"Boundary","All Students","04","Numeracy","93",466.6545,461.0207,92.1313
2021,52,"Prince Rupert","All Students","04","Numeracy","107",409.2819,394.2437,118.5587
2021,53,"Okanagan Similkameen","All Students","04","Numeracy","158",459.15,446.2524,86.3511
2021,54,"Bulkley Valley","All Students","04","Numeracy","127",480.1448,481.6485,99.2461
2021,57,"Prince George","All Students","04","Numeracy","879",440.016,437.2239,100.5037
2021,58,"Nicola-Similkameen","All Students","04","Numeracy","140",397.3262,397.96,85.5753
2021,59,"Peace River South","All Students","04","Numeracy","244",437.4967,427.0513,99.9394
2021,60,"Peace River North","All Students","04","Numeracy","442",472.8611,470.8335,101.2167
2021,61,"Greater Victoria","All Students","04","Numeracy","900",498.769,505.2581,100.4935
2021,62,"Sooke","All Students","04","Numeracy","374",452.0505,456.4667,97.9944
2021,63,"Saanich","All Students","04","Numeracy","381",495.5902,500.5765,104.6559
2021,64,"Gulf Islands","All Students","04","Numeracy","88",526.4129,518.7283,92.2188
2021,67,"Okanagan Skaha","All Students","04","Numeracy","347",479.6617,480.6551,92.7786
2021,68,"Nanaimo-Ladysmith","All Students","04","Numeracy","702",454.8173,457.6329,108.6085
2021,69,"Qualicum","All Students","04","Numeracy","248",455.4787,453.4449,100.7461
2021,70,"Pacific Rim","All Students","04","Numeracy","233",446.2295,440.3286,99.0561
2021,71,"Comox Valley","All Students","04","Numeracy","589",472.2783,472.5229,99.9308
2021,72,"Campbell River","All Students","04","Numeracy","369",456.2591,454.1166,95.8534
2021,73,"Kamloops-Thompson","All Students","04","Numeracy","1076",472.7219,467.3592,96.6656
2021,74,"Gold Trail","All Students","04","Numeracy","83",399.7283,374.8282,103.4272
2021,75,"Mission","All Students","04","Numeracy","268",454.2327,451.0375,98.8477
2021,78,"Fraser-Cascade","All Students","04","Numeracy","43",406.1482,405.0783,98.7128
2021,79,"Cowichan Valley","All Students","04","Numeracy","509",419.3724,419.4019,106.1395
2021,81,"Fort Nelson","All Students","04","Numeracy","39",555.0006,543.0588,86.1735
2021,82,"Coast Mountains","All Students","04","Numeracy","233",415.7547,404.6223,107.3241
2021,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","04","Numeracy","465",460.116,458.5943,95.3248
2021,84,"Vancouver Island West","All Students","04","Numeracy","15",455.8585,482.3551,102.8185
2021,85,"Vancouver Island North","All Students","04","Numeracy","63",441.1116,419.3809,88.2664
2021,87,"Stikine","All Students","04","Numeracy","Msk",425.679,426.4647,107.4486
2021,91,"Nechako Lakes","All Students","04","Numeracy","168",436.2736,432.0053,89.6612
2021,92,"Nisga'a","All Students","04","Numeracy","23",355.8194,363.7825,72.1352
2021,5,"Southeast Kootenay","All Students","07","Numeracy","356",412.8137,420.5778,102.6439
2021,6,"Rocky Mountain","All Students","07","Numeracy","284",461.8496,455.4678,99.1298
2021,8,"Kootenay Lake","All Students","07","Numeracy","329",419.4993,424.1544,107.492
2021,10,"Arrow Lakes","All Students","07","Numeracy","30",472.2428,491.5051,88.2193
2021,19,"Revelstoke","All Students","07","Numeracy","71",507.8901,515.9012,113.6899
2021,20,"Kootenay-Columbia","All Students","07","Numeracy","252",457.7374,466.291,106.7016
2021,22,"Vernon","All Students","07","Numeracy","649",452.986,449.0674,98.9329
2021,23,"Central Okanagan","All Students","07","Numeracy","1473",425.2182,432.9135,110.3477
2021,27,"Cariboo-Chilcotin","All Students","07","Numeracy","382",429.8149,426.0136,107.8806
2021,28,"Quesnel","All Students","07","Numeracy","89",318.9146,284.848,119.957
2021,33,"Chilliwack","All Students","07","Numeracy","1010",438.032,439.6537,98.5211
2021,34,"Abbotsford","All Students","07","Numeracy","1375",447.7546,450.4482,102.7584
2021,35,"Langley","All Students","07","Numeracy","1627",457.5554,456.4769,110.1524
2021,36,"Surrey","All Students","07","Numeracy","2514",467.4481,470.7868,116.5568
2021,37,"Delta","All Students","07","Numeracy","770",455.0918,461.1319,113.6102
2021,38,"Richmond","All Students","07","Numeracy","1251",524.8271,531.8899,113.6188
2021,39,"Vancouver","All Students","07","Numeracy","1662",515.2969,522.4444,113.5969
2021,40,"New Westminster","All Students","07","Numeracy","380",488.509,495.6247,107.4063
2021,41,"Burnaby","All Students","07","Numeracy","951",516.573,517.4585,110.8634
2021,42,"Maple Ridge-Pitt Meadows","All Students","07","Numeracy","239",440.8821,444.304,100.0497
2021,43,"Coquitlam","All Students","07","Numeracy","1691",466.4711,473.4463,118.2273
2021,44,"North Vancouver","All Students","07","Numeracy","1081",506.7024,514.3216,111.5332
2021,45,"West Vancouver","All Students","07","Numeracy","532",572.2924,575.7967,91.3827
2021,46,"Sunshine Coast","All Students","07","Numeracy","221",466.4164,471.7237,99.5557
2021,47,"qathet","All Students","07","Numeracy","154",459.609,464.512,132.3589
2021,48,"Sea to Sky","All Students","07","Numeracy","367",442.3429,443.7657,99.8961
2021,49,"Central Coast","All Students","07","Numeracy","Msk",294.6407,288.1078,82.5637
2021,50,"Haida Gwaii","All Students","07","Numeracy","22",448.7439,434.5057,131.563
2021,51,"Boundary","All Students","07","Numeracy","86",457.9996,444.7834,100.8501
2021,52,"Prince Rupert","All Students","07","Numeracy","126",428.0458,420.7291,115.7186
2021,53,"Okanagan Similkameen","All Students","07","Numeracy","176",450.0991,442.068,95.9238
2021,54,"Bulkley Valley","All Students","07","Numeracy","149",442.5767,434.0551,125.2968
2021,57,"Prince George","All Students","07","Numeracy","940",432.4653,434.1701,101.0731
2021,58,"Nicola-Similkameen","All Students","07","Numeracy","129",405.797,399.0149,95.48
2021,59,"Peace River South","All Students","07","Numeracy","231",440.171,446.7264,99.2878
2021,60,"Peace River North","All Students","07","Numeracy","448",430.1755,428.4184,108.5098
2021,61,"Greater Victoria","All Students","07","Numeracy","782",451.5631,460.1279,116.0761
2021,62,"Sooke","All Students","07","Numeracy","249",437.0128,438.4975,115.9364
2021,63,"Saanich","All Students","07","Numeracy","278",467.0862,467.4083,104.4821
2021,64,"Gulf Islands","All Students","07","Numeracy","111",482.0021,476.3346,77.852
2021,67,"Okanagan Skaha","All Students","07","Numeracy","443",426.1553,424.9822,92.5567
2021,68,"Nanaimo-Ladysmith","All Students","07","Numeracy","700",441.5673,450.1607,112.0968
2021,69,"Qualicum","All Students","07","Numeracy","254",457.5602,464.8899,108.2404
2021,70,"Pacific Rim","All Students","07","Numeracy","264",434.4407,432.451,111.9325
2021,71,"Comox Valley","All Students","07","Numeracy","564",459.1865,464.9951,109.719
2021,72,"Campbell River","All Students","07","Numeracy","398",446.514,446.567,102.9243
2021,73,"Kamloops-Thompson","All Students","07","Numeracy","1129",450.4449,449.9639,104.997
2021,74,"Gold Trail","All Students","07","Numeracy","75",450.3843,451.9272,99.4939
2021,75,"Mission","All Students","07","Numeracy","352",389.3972,390.3834,95.1431
2021,78,"Fraser-Cascade","All Students","07","Numeracy","85",393.9168,379.5831,95.4892
2021,79,"Cowichan Valley","All Students","07","Numeracy","516",415.0634,420.2875,108.2706
2021,81,"Fort Nelson","All Students","07","Numeracy","67",547.1405,542.7165,65.1127
2021,82,"Coast Mountains","All Students","07","Numeracy","245",372.9776,373.154,97.0861
2021,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","07","Numeracy","502",443.7163,447.5903,99.2723
2021,84,"Vancouver Island West","All Students","07","Numeracy","11",367.1544,363.927,71.3023
2021,85,"Vancouver Island North","All Students","07","Numeracy","76",433.6252,454.8242,111.6567
2021,87,"Stikine","All Students","07","Numeracy","Msk",327.0144,318.7346,55.977
2021,91,"Nechako Lakes","All Students","07","Numeracy","208",415.0225,420.2903,99.5422
2021,92,"Nisga'a","All Students","07","Numeracy","32",297.1264,292.6332,62.2084
2022,5,"Southeast Kootenay","All Students","04","Numeracy","347",433.5294,429.92,99.159
2022,6,"Rocky Mountain","All Students","04","Numeracy","260",457.9122,460.2238,84.5463
2022,8,"Kootenay Lake","All Students","04","Numeracy","322",446.5595,455.4572,101.3357
2022,10,"Arrow Lakes","All Students","04","Numeracy","41",482.9377,472.6257,90.9027
2022,19,"Revelstoke","All Students","04","Numeracy","99",511.5918,522.108,91.8424
2022,20,"Kootenay-Columbia","All Students","04","Numeracy","314",470.9272,470.0215,92.8618
2022,22,"Vernon","All Students","04","Numeracy","625",460.4236,458.9813,95.0518
2022,23,"Central Okanagan","All Students","04","Numeracy","1510",476.4939,475.8366,93.995
2022,27,"Cariboo-Chilcotin","All Students","04","Numeracy","339",405.6849,406.1399,83.0357
2022,28,"Quesnel","All Students","04","Numeracy","134",374.5083,377.0356,101.353
2022,33,"Chilliwack","All Students","04","Numeracy","967",459.3219,458.7295,97.6838
2022,34,"Abbotsford","All Students","04","Numeracy","1386",452.1144,452.6562,93.7301
2022,35,"Langley","All Students","04","Numeracy","1520",472.7244,474.5737,101.211
2022,36,"Surrey","All Students","04","Numeracy","2524",441.2285,443.8935,115.7468
2022,37,"Delta","All Students","04","Numeracy","682",462.7131,462.6052,104.6574
2022,38,"Richmond","All Students","04","Numeracy","1268",514.1071,515.0594,104.9265
2022,39,"Vancouver","All Students","04","Numeracy","1766",492.3352,498.7326,107.5773
2022,40,"New Westminster","All Students","04","Numeracy","472",473.5178,477.2498,96.324
2022,41,"Burnaby","All Students","04","Numeracy","1062",508.8934,514.8069,110.2709
2022,42,"Maple Ridge-Pitt Meadows","All Students","04","Numeracy","420",436.0912,439.2593,97.3934
2022,43,"Coquitlam","All Students","04","Numeracy","1604",474.7349,475.4837,103.263
2022,44,"North Vancouver","All Students","04","Numeracy","1052",485.6146,491.1443,99.4424
2022,45,"West Vancouver","All Students","04","Numeracy","443",575.9812,579.9597,89.6737
2022,46,"Sunshine Coast","All Students","04","Numeracy","223",491.4886,494.9388,83.8516
2022,47,"qathet","All Students","04","Numeracy","187",446.0355,433.0909,133.1871
2022,48,"Sea to Sky","All Students","04","Numeracy","414",456.2183,463.093,103.6588
2022,49,"Central Coast","All Students","04","Numeracy","Msk",481.5713,505.8349,94.4227
2022,50,"Haida Gwaii","All Students","04","Numeracy","17",403.5107,399.4389,93.1082
2022,51,"Boundary","All Students","04","Numeracy","92",442.4021,437.8969,83.9532
2022,52,"Prince Rupert","All Students","04","Numeracy","94",383.4797,372.6503,106.648
2022,53,"Okanagan Similkameen","All Students","04","Numeracy","159",458.366,440.9922,98.0436
2022,54,"Bulkley Valley","All Students","04","Numeracy","145",450.0602,441.6324,99.3217
2022,57,"Prince George","All Students","04","Numeracy","906",430.4878,427.2566,93.0653
2022,58,"Nicola-Similkameen","All Students","04","Numeracy","120",415.8683,419.0114,97.4922
2022,59,"Peace River South","All Students","04","Numeracy","282",442.9407,442.1117,93.7879
2022,60,"Peace River North","All Students","04","Numeracy","445",460.3591,454.7094,89.8087
2022,61,"Greater Victoria","All Students","04","Numeracy","948",485.1918,488.0429,108.372
2022,62,"Sooke","All Students","04","Numeracy","556",425.1367,427.857,101.6769
2022,63,"Saanich","All Students","04","Numeracy","347",480.2914,481.1077,101.1922
2022,64,"Gulf Islands","All Students","04","Numeracy","94",480.9485,484.6896,99.157
2022,67,"Okanagan Skaha","All Students","04","Numeracy","374",472.6356,481.3376,92.2887
2022,68,"Nanaimo-Ladysmith","All Students","04","Numeracy","749",431.5852,436.3577,104.8566
2022,69,"Qualicum","All Students","04","Numeracy","328",480.3497,473.2765,97.1551
2022,70,"Pacific Rim","All Students","04","Numeracy","266",438.6061,436.3942,100.5804
2022,71,"Comox Valley","All Students","04","Numeracy","587",461.4471,459.0732,99.7162
2022,72,"Campbell River","All Students","04","Numeracy","403",428.7993,421.2895,95.3417
2022,73,"Kamloops-Thompson","All Students","04","Numeracy","1051",464.3843,465.2483,101.0535
2022,74,"Gold Trail","All Students","04","Numeracy","73",410.439,383.811,100.1418
2022,75,"Mission","All Students","04","Numeracy","314",416.7602,411.4198,105.4846
2022,78,"Fraser-Cascade","All Students","04","Numeracy","35",374.4896,370.0252,98.3066
2022,79,"Cowichan Valley","All Students","04","Numeracy","592",413.6389,412.1529,95.1541
2022,81,"Fort Nelson","All Students","04","Numeracy","37",568.305,583.8042,65.8082
2022,82,"Coast Mountains","All Students","04","Numeracy","269",409.4286,406.0136,93.1256
2022,83,"K̓wsaltktnéws ne Secwepemcúl’ecw","All Students","04","Numeracy","455",460.0751,465.0668,95.0128
2022,84,"Vancouver Island West","All Students","04","Numeracy","13",486.8479,507.9781,102.203
2022,85,"Vancouver Island North","All Students","04","Numeracy","82",451.1871,441.8282,94.1105
2022,87,"Stikine","All Students","04","Numeracy","Msk",422.6112,414.1495,56.4761
2022,91,"Nechako Lakes","All Students","04","Numeracy","179",414.0657,406.4413,100.9403
2022,92,"Nisga'a","All Students","04","Numeracy","27",374.8024,382.9724,103.2902
2022,5,"Southeast Kootenay","All Students","07","Numeracy","446",413.6939,409.4089,91.9227
2022,6,"Rocky Mountain","All Students","07","Numeracy","289",467.5834,471.9677,95.5232
2022,8,"Kootenay Lake","All Students","07","Numeracy","294",423.7428,420.3146,95.8154
2022,10,"Arrow Lakes","All Students","07","Numeracy","34",465.4505,488.2801,90.4296
2022,19,"Revelstoke","All Students","07","Numeracy","77",512.1172,516.0156,92.1683
2022,20,"Kootenay-Columbia","All Students","07","Numeracy","269",450.0691,448.5495,100.1828
2022,22,"Vernon","All Students","07","Numeracy","616",438.5502,438.0007,94.3013
2022,23,"Central Okanagan","All Students","07","Numeracy","1478",416.3554,415.1827,99.6507
2022,27,"Cariboo-Chilcotin","All Students","07","Numeracy","323",419.8488,418.5503,101.1378
2022,28,"Quesnel","All Students","07","Numeracy","94",361.0332,346.1678,106.7251
2022,33,"Chilliwack","All Students","07","Numeracy","943",416.8798,411.328,92.6541
2022,34,"Abbotsford","All Students","07","Numeracy","1327",448.0943,446.1232,102.6355
2022,35,"Langley","All Students","07","Numeracy","1599",451.4387,449.4551,106.7558
2022,36,"Surrey","All Students","07","Numeracy","2515",454.2553,450.3094,117.2318
2022,37,"Delta","All Students","07","Numeracy","742",464.8612,462.0621,102.1578
2022,38,"Richmond","All Students","07","Numeracy","1206",521.6919,529.25,105.3824
2022,39,"Vancouver","All Students","07","Numeracy","1796",506.0855,509.1732,109.2645
