"SCHOOL_DISTRICT_NAME","SCHOOL_DISTRICT_NUMBER","year","month","pm25_mean"
"Vernon",22,2019,7,5.08492994308472
"Central Okanagan",23,2019,7,5.11297988891602
"Cariboo-Chilcotin",27,2019,7,3.51627492904663
"Quesnel",28,2019,7,3.59870719909668
"Chilliwack",33,2019,7,4.43872213363647
"Abbotsford",34,2019,7,3.96612024307251
"Langley",35,2019,7,4.13857364654541
"Surrey",36,2019,7,4.71649599075317
"Delta",37,2019,7,4.77030324935913
"Richmond",38,2019,7,4.56710767745972
"Vancouver",39,2019,7,4.45006799697876
"New Westminster",40,2019,7,5.83808040618896
"Burnaby",41,2019,7,5.57378673553467
"Maple-Ridge Pitt-Meadows",42,2019,7,4.86796045303345
"Coquitlam",43,2019,7,4.43115901947021
"North Vancouver",44,2019,7,4.18783140182495
"West Vancouver",45,2019,7,3.25618624687195
"Sunshine Coast",46,2019,7,3.63668751716614
"Powell RIver",47,2019,7,3.36731004714966
"Sea to Sky",48,2019,7,3.56317043304443
"South East Kootenay",5,2019,7,3.27035450935364
"Haida Gwaii",50,2019,7,5.0951976776123
"Boundary",51,2019,7,4.55980920791626
"Prince Rupert",52,2019,7,3.27231407165527
"Bulkley Valley",54,2019,7,8.2678050994873
"Prince George",57,2019,7,4.68762016296387
"Nicola-Similkameen",58,2019,7,4.42664527893066
"Peace River South",59,2019,7,7.2369647026062
"Rocky Mountain",6,2019,7,2.91030764579773
"Peace River North",60,2019,7,9.24812412261963
"Victoria",61,2019,7,3.25500512123108
"Sooke",62,2019,7,3.73951625823975
"Saanich",63,2019,7,3.54089689254761
"Gulf Islands",64,2019,7,3.622398853302
"Nanaimo-Ladysmith",68,2019,7,4.42272424697876
"Qualicum",69,2019,7,3.99190282821655
"Pacific Rim",70,2019,7,3.67324805259705
"Comox Valley",71,2019,7,3.83739948272705
"Campbell River",72,2019,7,3.405513048172
"Kamloops-Thompson",73,2019,7,5.48358631134033
"Gold Trail",74,2019,7,3.5995557308197
"Mission",75,2019,7,4.5319242477417
"Fraser-Cascade",78,2019,7,4.60567474365234
"Cowichan",79,2019,7,4.33590269088745
"Kootenay Lake",8,2019,7,3.81451773643494
"Fort Nelson",81,2019,7,8.81695747375488
"Coast Mountains",82,2019,7,5.63637018203735
"Okanagan-Shuswap",83,2019,7,5.37089347839355
"Vancouver Island West",84,2019,7,3.73291850090027
"Vancouver Island North",85,2019,7,3.57239675521851
"Stikine",87,2019,7,14.1994905471802
"Nechako Lakes",91,2019,7,5.27777814865112
"Nisgaa",92,2019,7,4.18537569046021
"Central Coast",49,2019,7,3.38509488105774
"Okanagan-Skaha",67,2019,7,4.87438106536865
"Okanagan-Similkameen",53,2019,7,4.42140865325928
"Arrow Lakes",10,2019,8,4.05455017089844
"Revelstoke",19,2019,8,4.61821222305298
"Kootenay-Columbia",20,2019,8,4.85785531997681
"Vernon",22,2019,8,4.23913621902466
"Central Okanagan",23,2019,8,4.92570161819458
"Cariboo-Chilcotin",27,2019,8,6.69392442703247
"Quesnel",28,2019,8,12.0207920074463
"Chilliwack",33,2019,8,5.55402278900146
"Abbotsford",34,2019,8,6.63783502578735
"Langley",35,2019,8,6.43816232681274
"Surrey",36,2019,8,6.41968727111816
"Delta",37,2019,8,6.94940042495728
"Richmond",38,2019,8,6.84312391281128
"Vancouver",39,2019,8,6.77836036682129
"New Westminster",40,2019,8,7.73536539077759
"Burnaby",41,2019,8,8.26709270477295
"Maple-Ridge Pitt-Meadows",42,2019,8,7.7340989112854
"Coquitlam",43,2019,8,7.03632068634033
"North Vancouver",44,2019,8,6.79057216644287
"West Vancouver",45,2019,8,5.89275312423706
"Sunshine Coast",46,2019,8,6.15421724319458
"Powell RIver",47,2019,8,3.83061265945435
"Sea to Sky",48,2019,8,7.71677541732788
"South East Kootenay",5,2019,8,3.65858936309814
"Haida Gwaii",50,2019,8,3.72466111183167
"Boundary",51,2019,8,4.85665464401245
"Prince Rupert",52,2019,8,3.30857372283936
"Bulkley Valley",54,2019,8,5.10600614547729
"Prince George",57,2019,8,6.35512113571167
"Nicola-Similkameen",58,2019,8,4.26473140716553
"Peace River South",59,2019,8,5.06115818023682
"Rocky Mountain",6,2019,8,3.49528908729553
"Peace River North",60,2019,8,4.81991958618164
"Victoria",61,2019,8,5.12004899978638
"Sooke",62,2019,8,3.86886286735535
"Saanich",63,2019,8,5.02339887619019
"Gulf Islands",64,2019,8,5.61535501480103
"Nanaimo-Ladysmith",68,2019,8,4.05916929244995
"Qualicum",69,2019,8,4.44738864898682
"Pacific Rim",70,2019,8,3.45038962364197
"Comox Valley",71,2019,8,4.49827861785889
"Campbell River",72,2019,8,3.31661629676819
"Kamloops-Thompson",73,2019,8,5.31431484222412
"Gold Trail",74,2019,8,4.93252849578857
"Mission",75,2019,8,6.90020799636841
"Fraser-Cascade",78,2019,8,6.72063732147217
"Cowichan",79,2019,8,3.64553284645081
"Kootenay Lake",8,2019,8,3.65402817726135
"Fort Nelson",81,2019,8,4.45567464828491
"Coast Mountains",82,2019,8,4.84739542007446
"Okanagan-Shuswap",83,2019,8,5.32511806488037
"Vancouver Island West",84,2019,8,3.59088540077209
"Vancouver Island North",85,2019,8,3.77394032478333
"Stikine",87,2019,8,6.32625436782837
"Nechako Lakes",91,2019,8,5.71501111984253
"Nisgaa",92,2019,8,4.62803030014038
"Central Coast",49,2019,8,4.16412687301636
"Okanagan-Skaha",67,2019,8,5.01448106765747
"Okanagan-Similkameen",53,2019,8,4.47652435302734
"Arrow Lakes",10,2019,9,2.87001132965088
"Revelstoke",19,2019,9,2.73013615608215
"Kootenay-Columbia",20,2019,9,3.93306112289429
"Vernon",22,2019,9,3.59625101089478
"Central Okanagan",23,2019,9,4.29703330993652
"Cariboo-Chilcotin",27,2019,9,3.15054488182068
"Quesnel",28,2019,9,3.40630030632019
"Chilliwack",33,2019,9,4.96350193023682
"Abbotsford",34,2019,9,5.50451898574829
"Langley",35,2019,9,4.41305255889893
"Surrey",36,2019,9,4.3051495552063
"Delta",37,2019,9,4.08289337158203
"Richmond",38,2019,9,3.76294016838074
"Vancouver",39,2019,9,3.49730491638184
"New Westminster",40,2019,9,4.88958692550659
"Burnaby",41,2019,9,4.77682065963745
"Maple-Ridge Pitt-Meadows",42,2019,9,5.00686883926392
"Coquitlam",43,2019,9,4.59367084503174
"North Vancouver",44,2019,9,4.21483659744263
"West Vancouver",45,2019,9,3.65473055839539
"Sunshine Coast",46,2019,9,2.98664665222168
"Powell RIver",47,2019,9,2.60965585708618
"Sea to Sky",48,2019,9,3.67732524871826
"South East Kootenay",5,2019,9,3.44359970092773
"Haida Gwaii",50,2019,9,3.5602753162384
"Boundary",51,2019,9,3.54497361183167
"Prince Rupert",52,2019,9,2.98312187194824
"Bulkley Valley",54,2019,9,4.24159336090088
"Prince George",57,2019,9,3.28259921073914
"Nicola-Similkameen",58,2019,9,2.90471410751343
"Peace River South",59,2019,9,3.53736662864685
"Rocky Mountain",6,2019,9,2.0987856388092
"Peace River North",60,2019,9,3.26674675941467
"Victoria",61,2019,9,3.1823296546936
"Sooke",62,2019,9,2.74397754669189
"Saanich",63,2019,9,2.94467854499817
"Gulf Islands",64,2019,9,3.26833772659302
"Nanaimo-Ladysmith",68,2019,9,2.70429539680481
"Qualicum",69,2019,9,2.55825209617615
"Pacific Rim",70,2019,9,3.0785710811615
"Comox Valley",71,2019,9,2.38821744918823
"Campbell River",72,2019,9,2.35718989372253
"Kamloops-Thompson",73,2019,9,3.59634828567505
"Gold Trail",74,2019,9,3.02775263786316
"Mission",75,2019,9,4.8295431137085
"Fraser-Cascade",78,2019,9,4.23852920532227
"Cowichan",79,2019,9,2.88567066192627
"Kootenay Lake",8,2019,9,2.64071941375732
"Fort Nelson",81,2019,9,3.15431976318359
"Coast Mountains",82,2019,9,3.20984840393066
"Okanagan-Shuswap",83,2019,9,4.39881181716919
"Vancouver Island West",84,2019,9,3.07416582107544
"Vancouver Island North",85,2019,9,2.63177824020386
"Stikine",87,2019,9,3.62475848197937
"Nechako Lakes",91,2019,9,3.60789632797241
"Nisgaa",92,2019,9,3.06434345245361
"Central Coast",49,2019,9,2.96586441993713
"Okanagan-Skaha",67,2019,9,3.69684171676636
"Okanagan-Similkameen",53,2019,9,3.40920162200928
"Arrow Lakes",10,2019,10,4.65268087387085
"Revelstoke",19,2019,10,4.21827602386475
"Kootenay-Columbia",20,2019,10,5.76625680923462
"Vernon",22,2019,10,5.26120948791504
"Central Okanagan",23,2019,10,5.76071882247925
"Cariboo-Chilcotin",27,2019,10,4.00079345703125
"Quesnel",28,2019,10,3.55384993553162
"Chilliwack",33,2019,10,3.98211622238159
"Abbotsford",34,2019,10,4.74483633041382
"Langley",35,2019,10,5.76081895828247
"Surrey",36,2019,10,5.99169111251831
"Delta",37,2019,10,5.36342477798462
"Richmond",38,2019,10,4.38485145568848
"Vancouver",39,2019,10,3.89505982398987
"New Westminster",40,2019,10,5.66265249252319
"Burnaby",41,2019,10,5.4427752494812
"Maple-Ridge Pitt-Meadows",42,2019,10,3.32905530929565
"Coquitlam",43,2019,10,3.71227836608887
"North Vancouver",44,2019,10,3.88844799995422
"West Vancouver",45,2019,10,3.54145765304565
"Sunshine Coast",46,2019,10,2.78109884262085
"Powell RIver",47,2019,10,2.53569340705872
"Sea to Sky",48,2019,10,3.61738586425781
"South East Kootenay",5,2019,10,4.9913272857666
"Haida Gwaii",50,2019,10,2.84312653541565
"Boundary",51,2019,10,5.34192132949829
"Prince Rupert",52,2019,10,2.87338447570801
"Bulkley Valley",54,2019,10,4.07301330566406
"Prince George",57,2019,10,3.84121990203857
"Nicola-Similkameen",58,2019,10,4.37191724777222
"Peace River South",59,2019,10,2.01213216781616
"Rocky Mountain",6,2019,10,3.86814093589783
"Peace River North",60,2019,10,2.86129975318909
"Victoria",61,2019,10,4.16964721679688
"Sooke",62,2019,10,4.53320074081421
"Saanich",63,2019,10,5.20964097976685
"Gulf Islands",64,2019,10,5.09287738800049
"Nanaimo-Ladysmith",68,2019,10,4.01127529144287
"Qualicum",69,2019,10,2.89833402633667
"Pacific Rim",70,2019,10,3.90970087051392
"Comox Valley",71,2019,10,3.50901079177856
"Campbell River",72,2019,10,3.19499802589417
"Kamloops-Thompson",73,2019,10,4.80827140808105
"Gold Trail",74,2019,10,4.34004974365234
"Mission",75,2019,10,3.30905342102051
"Fraser-Cascade",78,2019,10,3.91598558425903
"Cowichan",79,2019,10,4.9856481552124
"Kootenay Lake",8,2019,10,4.56710243225098
"Fort Nelson",81,2019,10,3.16517066955566
"Coast Mountains",82,2019,10,3.83957481384277
"Okanagan-Shuswap",83,2019,10,5.43594598770142
"Vancouver Island West",84,2019,10,3.37174797058105
"Vancouver Island North",85,2019,10,3.12742304801941
"Stikine",87,2019,10,3.78037905693054
"Nechako Lakes",91,2019,10,3.85873794555664
"Nisgaa",92,2019,10,4.53097105026245
"Central Coast",49,2019,10,2.71764397621155
"Okanagan-Skaha",67,2019,10,5.10171222686768
"Okanagan-Similkameen",53,2019,10,4.49050140380859
"Arrow Lakes",10,2019,11,5.09108877182007
"Revelstoke",19,2019,11,4.07206773757935
"Kootenay-Columbia",20,2019,11,6.87422609329224
"Vernon",22,2019,11,6.09710836410522
"Central Okanagan",23,2019,11,7.1899881362915
"Cariboo-Chilcotin",27,2019,11,4.43906736373901
"Quesnel",28,2019,11,4.88375043869019
"Chilliwack",33,2019,11,6.62027406692505
"Abbotsford",34,2019,11,7.64498090744019
"Langley",35,2019,11,8.18705558776855
"Surrey",36,2019,11,7.21996641159058
"Delta",37,2019,11,6.14227485656738
"Richmond",38,2019,11,5.30423974990845
"Vancouver",39,2019,11,4.67492294311523
"New Westminster",40,2019,11,7.12752485275269
"Burnaby",41,2019,11,7.20611619949341
"Maple-Ridge Pitt-Meadows",42,2019,11,5.29442977905273
"Coquitlam",43,2019,11,5.82593441009521
"North Vancouver",44,2019,11,6.08710861206055
"West Vancouver",45,2019,11,4.61160469055176
"Sunshine Coast",46,2019,11,4.98694324493408
"Powell RIver",47,2019,11,4.71051120758057
"Sea to Sky",48,2019,11,5.18499660491943
"South East Kootenay",5,2019,11,5.1682562828064
"Haida Gwaii",50,2019,11,2.9716784954071
"Boundary",51,2019,11,6.3947901725769
"Prince Rupert",52,2019,11,2.59363126754761
"Bulkley Valley",54,2019,11,5.08754301071167
"Prince George",57,2019,11,4.42191934585571
"Nicola-Similkameen",58,2019,11,7.1321816444397
"Peace River South",59,2019,11,4.51370859146118
"Rocky Mountain",6,2019,11,3.2643666267395
"Peace River North",60,2019,11,4.3125
"Victoria",61,2019,11,5.63824796676636
"Sooke",62,2019,11,5.80560302734375
"Saanich",63,2019,11,6.10876655578613
"Gulf Islands",64,2019,11,5.91286754608154
"Nanaimo-Ladysmith",68,2019,11,6.21392488479614
"Qualicum",69,2019,11,4.82183027267456
"Pacific Rim",70,2019,11,6.00928831100464
"Comox Valley",71,2019,11,5.72347116470337
"Campbell River",72,2019,11,5.30115509033203
"Kamloops-Thompson",73,2019,11,5.07232189178467
"Gold Trail",74,2019,11,5.23915672302246
"Mission",75,2019,11,6.1475305557251
"Fraser-Cascade",78,2019,11,6.83709573745728
"Cowichan",79,2019,11,6.80172300338745
"Kootenay Lake",8,2019,11,4.87790489196777
"Fort Nelson",81,2019,11,4.75809383392334
"Coast Mountains",82,2019,11,3.57166647911072
"Okanagan-Shuswap",83,2019,11,6.19931268692017
"Vancouver Island West",84,2019,11,5.25115060806274
"Vancouver Island North",85,2019,11,4.80947875976562
"Stikine",87,2019,11,4.29678535461426
"Nechako Lakes",91,2019,11,5.19635343551636
"Nisgaa",92,2019,11,3.24132466316223
"Central Coast",49,2019,11,3.38437104225159
"Okanagan-Skaha",67,2019,11,7.01363325119019
"Okanagan-Similkameen",53,2019,11,5.83530378341675
"Arrow Lakes",10,2019,12,4.66078233718872
"Revelstoke",19,2019,12,4.56284809112549
"Kootenay-Columbia",20,2019,12,4.48786020278931
"Vernon",22,2019,12,4.97561931610107
"Central Okanagan",23,2019,12,6.34056186676025
"Cariboo-Chilcotin",27,2019,12,5.62473964691162
"Quesnel",28,2019,12,6.1567907333374
"Chilliwack",33,2019,12,3.96250557899475
"Abbotsford",34,2019,12,4.7209267616272
"Langley",35,2019,12,4.92836904525757
"Surrey",36,2019,12,5.34103155136108
"Delta",37,2019,12,5.57077312469482
"Richmond",38,2019,12,5.16283988952637
"Vancouver",39,2019,12,4.64074850082397
"New Westminster",40,2019,12,5.58691167831421
"Burnaby",41,2019,12,5.34724187850952
"Maple-Ridge Pitt-Meadows",42,2019,12,3.57524633407593
"Coquitlam",43,2019,12,3.82537317276001
"North Vancouver",44,2019,12,3.40798377990723
"West Vancouver",45,2019,12,3.76083469390869
"Sunshine Coast",46,2019,12,3.38596439361572
"Powell RIver",47,2019,12,3.49932289123535
"Sea to Sky",48,2019,12,3.42459845542908
"South East Kootenay",5,2019,12,4.13936471939087
"Haida Gwaii",50,2019,12,3.1270968914032
"Boundary",51,2019,12,4.54500198364258
"Prince Rupert",52,2019,12,3.21404886245728
"Bulkley Valley",54,2019,12,5.70991945266724
"Prince George",57,2019,12,5.60026597976685
"Nicola-Similkameen",58,2019,12,5.27054071426392
"Peace River South",59,2019,12,5.0993218421936
"Rocky Mountain",6,2019,12,3.35955548286438
"Peace River North",60,2019,12,5.18822908401489
"Victoria",61,2019,12,4.49007225036621
"Sooke",62,2019,12,4.16505670547485
"Saanich",63,2019,12,5.4959888458252
"Gulf Islands",64,2019,12,5.17430543899536
"Nanaimo-Ladysmith",68,2019,12,4.77202367782593
"Qualicum",69,2019,12,3.95219206809998
"Pacific Rim",70,2019,12,3.60749053955078
"Comox Valley",71,2019,12,4.79662132263184
"Campbell River",72,2019,12,4.40870428085327
"Kamloops-Thompson",73,2019,12,4.9320502281189
"Gold Trail",74,2019,12,4.84098720550537
"Mission",75,2019,12,4.13437938690186
"Fraser-Cascade",78,2019,12,4.15640306472778
"Cowichan",79,2019,12,4.72294998168945
"Kootenay Lake",8,2019,12,3.67983675003052
"Fort Nelson",81,2019,12,4.81369972229004
"Coast Mountains",82,2019,12,4.21270322799683
"Okanagan-Shuswap",83,2019,12,5.12320375442505
"Vancouver Island West",84,2019,12,3.65970802307129
"Vancouver Island North",85,2019,12,4.12914085388184
"Stikine",87,2019,12,4.3767261505127
"Nechako Lakes",91,2019,12,5.82993936538696
"Nisgaa",92,2019,12,3.53586578369141
"Central Coast",49,2019,12,4.27524185180664
"Okanagan-Skaha",67,2019,12,5.68216180801392
"Okanagan-Similkameen",53,2019,12,5.22922372817993
"Arrow Lakes",10,2020,1,5.64531135559082
"Revelstoke",19,2020,1,5.4661545753479
"Kootenay-Columbia",20,2020,1,5.56392860412598
"Vernon",22,2020,1,5.87321805953979
"Central Okanagan",23,2020,1,6.01239252090454
"Cariboo-Chilcotin",27,2020,1,5.77751493453979
"Quesnel",28,2020,1,6.45089149475098
"Chilliwack",33,2020,1,3.70417475700378
"Abbotsford",34,2020,1,4.04398155212402
"Langley",35,2020,1,3.60389018058777
"Surrey",36,2020,1,3.9655065536499
"Delta",37,2020,1,3.95314884185791
"Richmond",38,2020,1,3.74730014801025
"Vancouver",39,2020,1,3.82644820213318
"New Westminster",40,2020,1,4.1125226020813
"Burnaby",41,2020,1,3.85587859153748
"Maple-Ridge Pitt-Meadows",42,2020,1,3.64640188217163
"Coquitlam",43,2020,1,3.68740677833557
"North Vancouver",44,2020,1,3.48921680450439
"West Vancouver",45,2020,1,3.67687034606934
"Sunshine Coast",46,2020,1,3.54877829551697
"Powell RIver",47,2020,1,3.39234495162964
"Sea to Sky",48,2020,1,3.59487795829773
"South East Kootenay",5,2020,1,4.67000818252563
"Haida Gwaii",50,2020,1,3.73131513595581
"Boundary",51,2020,1,5.59554481506348
"Prince Rupert",52,2020,1,3.6580023765564
"Bulkley Valley",54,2020,1,6.02280378341675
"Prince George",57,2020,1,6.2957763671875
"Nicola-Similkameen",58,2020,1,5.01093196868896
"Peace River South",59,2020,1,6.30365324020386
"Rocky Mountain",6,2020,1,4.80361175537109
"Peace River North",60,2020,1,5.7206826210022
"Victoria",61,2020,1,4.17630195617676
"Sooke",62,2020,1,3.91268444061279
"Saanich",63,2020,1,4.41764307022095
"Gulf Islands",64,2020,1,4.61545753479004
"Nanaimo-Ladysmith",68,2020,1,3.65369415283203
"Qualicum",69,2020,1,3.69541668891907
"Pacific Rim",70,2020,1,3.19695544242859
"Comox Valley",71,2020,1,3.61602711677551
"Campbell River",72,2020,1,3.29073762893677
"Kamloops-Thompson",73,2020,1,5.92913293838501
"Gold Trail",74,2020,1,4.99409770965576
"Mission",75,2020,1,3.89629697799683
"Fraser-Cascade",78,2020,1,3.57664084434509
"Cowichan",79,2020,1,3.7576847076416
"Kootenay Lake",8,2020,1,4.97465419769287
"Fort Nelson",81,2020,1,4.90648651123047
"Coast Mountains",82,2020,1,5.28488731384277
"Okanagan-Shuswap",83,2020,1,6.02503728866577
"Vancouver Island West",84,2020,1,2.82294178009033
"Vancouver Island North",85,2020,1,3.13897252082825
"Stikine",87,2020,1,5.33431434631348
"Nechako Lakes",91,2020,1,6.32852554321289
"Nisgaa",92,2020,1,5.86777257919312
"Central Coast",49,2020,1,3.71939587593079
"Okanagan-Skaha",67,2020,1,5.85152912139893
"Okanagan-Similkameen",53,2020,1,5.00418138504028
"Arrow Lakes",10,2020,2,5.08324337005615
"Revelstoke",19,2020,2,4.75598573684692
"Kootenay-Columbia",20,2020,2,6.01726388931274
"Vernon",22,2020,2,5.67472410202026
"Central Okanagan",23,2020,2,6.07611608505249
"Cariboo-Chilcotin",27,2020,2,5.11150646209717
"Quesnel",28,2020,2,5.32649278640747
"Chilliwack",33,2020,2,4.05480480194092
"Abbotsford",34,2020,2,5.93283033370972
"Langley",35,2020,2,6.3294563293457
"Surrey",36,2020,2,6.35071992874146
"Delta",37,2020,2,5.61688709259033
"Richmond",38,2020,2,5.03345775604248
"Vancouver",39,2020,2,4.88432741165161
"New Westminster",40,2020,2,6.68066596984863
"Burnaby",41,2020,2,6.26385354995728
"Maple-Ridge Pitt-Meadows",42,2020,2,3.91973900794983
"Coquitlam",43,2020,2,4.36711120605469
"North Vancouver",44,2020,2,4.45584964752197
"West Vancouver",45,2020,2,4.48327016830444
"Sunshine Coast",46,2020,2,5.20288419723511
"Powell RIver",47,2020,2,5.12011814117432
"Sea to Sky",48,2020,2,4.8235936164856
"South East Kootenay",5,2020,2,4.45145273208618
"Haida Gwaii",50,2020,2,4.50483179092407
"Boundary",51,2020,2,5.88503837585449
"Prince Rupert",52,2020,2,4.24233818054199
"Bulkley Valley",54,2020,2,4.87350559234619
"Prince George",57,2020,2,4.98171329498291
"Nicola-Similkameen",58,2020,2,5.1033821105957
"Peace River South",59,2020,2,4.63934421539307
"Rocky Mountain",6,2020,2,4.04252815246582
"Peace River North",60,2020,2,4.70695114135742
"Victoria",61,2020,2,4.77028512954712
"Sooke",62,2020,2,5.36681175231934
"Saanich",63,2020,2,5.33086204528809
"Gulf Islands",64,2020,2,5.43151426315308
"Nanaimo-Ladysmith",68,2020,2,5.48023271560669
"Qualicum",69,2020,2,4.89472103118896
"Pacific Rim",70,2020,2,5.26763200759888
"Comox Valley",71,2020,2,5.26765203475952
"Campbell River",72,2020,2,5.05882835388184
"Kamloops-Thompson",73,2020,2,5.48295402526855
"Gold Trail",74,2020,2,4.92048120498657
"Mission",75,2020,2,3.91566562652588
"Fraser-Cascade",78,2020,2,3.98068475723267
"Cowichan",79,2020,2,5.74061679840088
"Kootenay Lake",8,2020,2,4.79477787017822
"Fort Nelson",81,2020,2,4.4749002456665
"Coast Mountains",82,2020,2,4.50828123092651
"Okanagan-Shuswap",83,2020,2,5.91114139556885
"Vancouver Island West",84,2020,2,5.08313226699829
"Vancouver Island North",85,2020,2,5.01086759567261
"Stikine",87,2020,2,4.18117761611938
"Nechako Lakes",91,2020,2,5.02599906921387
"Nisgaa",92,2020,2,4.26426362991333
"Central Coast",49,2020,2,4.49286985397339
"Okanagan-Skaha",67,2020,2,5.92163419723511
"Okanagan-Similkameen",53,2020,2,5.07746076583862
"Arrow Lakes",10,2020,3,4.82195997238159
"Revelstoke",19,2020,3,4.84334516525269
"Kootenay-Columbia",20,2020,3,5.26648902893066
"Vernon",22,2020,3,5.15121555328369
